larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,85.0,36.38,9,8.06,1.116,6.27,8.0,4.47,14.81,7.63,0.857,78.4,0.924,0.675,142.11,5.23,44.72,2184.7,874.9
2,229.0,70.53,21,19.24,1.092,7.78,10.77,4.47,28.77,11.26,0.92,16.5,0.871,0.53,128.13,12.84,58.52,2337.2,916.6
3,4617.0,399.04,550,107.04,5.138,8.04,28.0,2.0,117.0,56.22,0.877,77.0,0.827,0.6,12.1,9.38,6.03,3036.4,961.4
4,297.0,71.11,18,17.72,1.016,9.56,14.0,4.47,27.58,14.9,0.842,-13.4,0.931,0.688,134.15,17.48,63.62,2258.5,972.8
5,146.0,53.11,17,17.0,1.0,6.53,8.94,4.0,22.91,8.92,0.921,-56.1,0.874,0.487,153.88,12.12,59.12,2070.9,1055.2
6,84.0,41.46,13,12.53,1.038,4.91,7.21,2.83,17.62,6.96,0.919,-35.7,0.866,0.477,147.89,5.93,48.24,2356.2,1148.4
7,123.0,39.21,5,4.12,1.213,9.85,11.31,8.25,14.65,10.72,0.681,-73.9,0.969,0.745,140.74,14.4,62.26,2259.1,1160.1
8,248.0,63.7,18,14.87,1.211,9.94,13.42,6.32,23.71,14.76,0.783,29.6,0.902,0.626,131.71,19.32,72.75,2231.0,1271.7
9,557.0,137.44,64,39.85,1.606,8.46,15.23,2.0,45.41,19.39,0.904,28.7,0.703,0.388,118.34,23.3,77.62,2449.1,1371.1
10,147.0,47.21,11,10.77,1.021,8.4,10.0,6.0,18.32,10.55,0.817,16.7,0.913,0.681,133.38,16.28,65.73,2178.0,1391.2
11,616.0,135.15,60,49.65,1.208,10.16,17.09,2.83,53.8,16.06,0.954,-89.3,0.856,0.6,131.11,24.2,74.4,3007.1,1392.8
12,302.0,74.77,20,15.56,1.286,9.92,14.14,4.0,20.75,20.3,0.207,-44.5,0.858,0.685,126.77,23.99,64.39,1638.3,1481.2
13,402.0,89.15,22,24.04,0.915,11.27,16.0,4.47,35.28,16.02,0.891,-47.7,0.876,0.513,122.87,22.1,70.4,2216.4,1694.0
14,250.0,65.01,13,9.22,1.41,10.6,14.14,6.0,19.54,17.51,0.444,-33.6,0.896,0.625,116.47,28.17,81.17,2808.9,1761.1
15,177.0,65.7,35,10.05,3.483,5.32,10.0,2.0,25.45,11.18,0.898,89.0,0.797,0.527,127.37,17.12,65.46,1850.7,1771.2
16,207.0,59.94,18,11.18,1.61,8.84,11.66,4.0,21.23,14.07,0.749,43.1,0.888,0.573,122.46,17.43,67.54,1950.5,1791.8
17,143.0,49.8,14,13.0,1.077,6.94,10.0,4.0,18.37,10.96,0.803,8.9,0.905,0.684,108.68,12.14,50.3,1554.6,1797.6
18,90.0,37.21,11,7.62,1.444,6.09,8.94,2.83,11.82,10.44,0.469,-34.5,0.9,0.682,131.86,11.09,54.14,2308.7,1810.5
19,133.0,48.97,16,15.52,1.031,6.6,8.0,4.47,21.9,8.01,0.931,80.7,0.93,0.704,133.92,6.26,53.32,2602.3,1848.6
20,293.0,82.08,21,21.47,0.978,8.19,12.81,4.0,31.5,14.06,0.895,-35.3,0.857,0.476,124.35,18.36,64.51,2011.9,2026.6
21,255.0,69.7,23,20.81,1.105,8.97,12.0,4.47,27.48,13.31,0.875,66.6,0.856,0.59,121.85,18.83,69.38,2431.7,2068.0
22,201.0,59.94,12,11.4,1.052,8.9,12.17,6.32,22.75,12.7,0.83,-33.8,0.878,0.532,135.41,12.08,51.59,2707.2,2075.5
23,113.0,42.04,11,11.18,0.984,7.09,10.0,4.0,15.93,9.17,0.818,-22.6,0.926,0.685,112.48,4.5,47.39,2373.8,2335.3
