larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,95.0,63.15,35,4.47,7.826,2.36,4.0,2.0,19.32,9.4,0.874,13.3,0.621,0.406,21.09,2.1,12.08,1521.3,1639.9
2,83.0,33.8,9,8.25,1.091,6.1,8.94,4.0,12.75,8.5,0.745,-83.9,0.922,0.659,106.29,27.15,85.96,1473.0,1807.9
3,88.0,38.97,13,12.17,1.069,5.45,8.0,2.83,16.77,6.9,0.912,9.3,0.946,0.739,153.83,9.73,55.19,1460.2,2055.4
4,312.0,203.56,99,17.72,5.587,2.89,6.32,2.0,34.48,22.15,0.766,-51.7,0.562,0.398,14.99,1.88,12.39,840.5,2085.7
5,88.0,34.63,5,4.12,1.213,6.66,8.49,4.47,12.63,9.27,0.679,71.8,0.926,0.615,134.02,24.91,79.06,1375.5,2116.2
6,97.0,40.63,13,12.08,1.076,5.91,8.25,2.83,15.66,9.08,0.815,62.1,0.866,0.539,131.99,17.72,62.66,2089.5,2186.9
7,83.0,33.21,4,3.61,1.109,7.8,8.94,6.0,11.27,9.6,0.523,45.7,0.933,0.686,144.2,18.41,66.86,1251.5,2273.6
8,149.0,54.53,18,6.08,2.959,6.47,8.94,4.0,19.55,11.19,0.82,-71.8,0.814,0.603,122.98,23.72,73.64,1007.1,2302.3
9,3637.0,314.48,478,50.8,9.409,7.8,26.83,2.0,96.85,56.43,0.813,19.3,0.815,0.588,12.98,4.16,6.09,745.8,2347.7
10,190.0,109.1,68,18.25,3.726,2.78,4.47,2.0,26.59,17.67,0.747,88.6,0.554,0.341,24.72,2.67,10.26,2475.1,2372.0
11,83.0,39.46,12,10.0,1.2,5.42,7.21,4.0,14.57,8.78,0.798,52.2,0.847,0.532,133.43,29.19,82.45,1517.6,2384.3
12,113.0,94.12,32,17.2,1.86,3.13,4.47,2.0,22.23,10.88,0.872,-42.5,0.624,0.369,25.6,1.94,9.37,2479.9,2390.1
13,115.0,71.74,37,12.04,3.073,2.79,6.0,2.0,17.54,10.91,0.783,77.5,0.676,0.479,29.28,2.03,8.03,2402.5,2486.5
14,82.0,33.8,5,4.12,1.213,6.08,8.25,4.0,11.1,9.91,0.45,21.1,0.932,0.683,138.18,18.97,64.57,1051.8,2505.5
15,204.0,67.01,18,5.83,3.087,7.02,10.2,4.0,23.5,12.26,0.853,-88.5,0.843,0.713,135.27,24.79,76.58,1763.7,2556.5
16,87.0,33.56,5,4.12,1.213,7.56,8.25,6.32,13.05,8.64,0.749,-19.0,0.956,0.744,164.89,7.99,53.11,1100.9,2819.6
17,97.0,39.8,9,8.0,1.125,5.77,7.21,4.0,13.92,9.96,0.699,-17.4,0.866,0.63,141.86,27.01,75.96,1196.3,2835.0
18,100.0,35.56,4,3.61,1.109,8.55,10.0,6.32,13.06,9.86,0.656,-18.4,0.971,0.769,147.91,17.42,49.38,1138.5,2997.2
19,10387.0,655.74,803,5.66,141.952,14.78,30.59,2.0,202.58,88.54,0.899,-77.5,0.75,0.58,6.53,5.32,6.83,1398.2,3288.3
20,2891.0,356.09,329,90.62,3.631,8.12,23.32,2.0,110.24,45.6,0.91,68.7,0.72,0.476,3.37,4.11,3.73,1558.3,3346.8
