larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,142.0,84.57,32,23.54,1.36,3.55,6.32,2.0,26.09,10.36,0.918,25.8,0.609,0.364,26.2,3.04,15.37,2543.8,676.3
2,89.0,71.15,26,12.37,2.102,3.23,4.47,2.0,19.69,11.78,0.801,53.6,0.503,0.327,28.28,1.79,13.38,2522.4,678.8
3,262.0,137.44,54,47.01,1.149,4.41,7.21,2.0,53.26,7.63,0.99,-19.8,0.672,0.248,158.26,4.29,25.68,1664.5,1251.7
4,88.0,77.4,23,14.04,1.639,2.78,4.47,2.0,17.58,10.78,0.79,4.4,0.591,0.386,27.77,2.58,13.25,1538.0,1419.5
5,2586.0,542.52,471,146.01,3.226,6.49,18.44,2.0,168.6,22.05,0.991,-2.4,0.673,0.525,131.61,9.77,6.16,1678.1,1611.9
6,7410.0,978.61,512,402.46,1.272,13.11,24.08,2.0,433.26,24.15,0.998,-20.3,0.731,0.124,150.05,9.0,6.48,2939.5,1920.9
7,238.0,138.33,59,59.91,0.985,4.01,5.66,2.83,71.67,5.6,0.997,-76.4,0.618,0.213,177.56,3.3,43.38,2409.7,1767.5
8,102.0,35.56,6,5.0,1.2,8.16,10.0,6.0,13.48,9.83,0.685,-51.6,0.981,0.773,162.63,14.65,64.28,2837.8,1778.5
9,1724.0,395.39,270,122.59,2.202,7.66,16.49,2.0,131.44,18.18,0.99,-8.8,0.736,0.411,138.78,9.26,4.76,1899.8,1888.0
10,104.0,40.87,10,9.85,1.015,6.42,8.0,4.0,17.29,7.89,0.89,-26.3,0.937,0.542,177.33,8.92,51.08,2634.0,2076.6
