larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,252.0,75.94,24,23.19,1.035,8.17,10.0,6.0,32.89,10.77,0.945,1.4,0.863,0.739,85.17,7.38,41.25,1990.8,748.1
2,370.0,81.25,20,14.56,1.374,11.22,16.12,6.0,24.14,20.49,0.529,-22.0,0.875,0.67,98.72,24.68,68.14,2232.5,760.4
3,632.0,130.37,53,30.48,1.739,10.86,18.97,2.0,41.41,21.91,0.849,-67.2,0.795,0.525,103.46,24.56,84.51,2406.9,780.0
4,572.0,115.4,50,27.07,1.847,11.3,16.49,4.0,38.81,21.36,0.835,2.6,0.823,0.558,107.83,24.37,87.26,2590.2,821.3
5,107.0,56.77,16,14.32,1.117,4.42,6.32,2.0,23.76,8.23,0.938,64.3,0.709,0.382,88.69,4.75,51.31,1974.8,825.4
6,786.0,160.12,83,23.54,3.526,10.2,17.09,2.83,58.73,20.12,0.939,78.4,0.765,0.502,115.65,22.43,81.64,2461.8,875.7
7,328.0,139.34,79,44.29,1.784,3.49,8.94,2.0,49.32,10.17,0.979,25.3,0.682,0.311,44.86,3.89,12.91,2875.0,908.1
8,730.0,128.95,53,35.34,1.5,12.55,18.87,4.0,47.05,23.12,0.871,38.3,0.811,0.472,104.14,17.07,72.13,2317.8,913.8
9,233.0,67.01,20,20.25,0.988,8.26,10.0,4.0,27.97,11.32,0.914,-24.4,0.893,0.508,109.33,10.7,61.73,2282.6,970.7
10,212.0,65.84,20,18.6,1.075,7.95,10.2,2.0,26.96,11.15,0.91,45.5,0.838,0.459,133.45,10.09,58.61,2593.9,1017.7
11,350.0,84.77,32,21.1,1.517,6.81,14.0,2.0,24.55,20.55,0.547,55.7,0.852,0.612,97.12,9.38,62.97,2090.8,1036.7
12,681.0,128.71,57,39.32,1.45,9.87,16.49,4.47,51.78,19.35,0.928,-69.6,0.821,0.489,104.22,14.32,58.38,1965.5,1051.5
13,180.0,52.87,13,12.37,1.051,9.23,10.77,6.32,20.0,12.01,0.8,11.1,0.909,0.643,128.11,15.17,63.89,2614.4,1064.1
14,362.0,90.77,28,27.07,1.034,9.24,12.0,6.32,40.01,12.92,0.946,-81.3,0.825,0.576,139.59,16.72,75.01,2874.0,1104.5
15,297.0,75.6,23,22.02,1.044,9.32,12.17,2.83,29.31,14.21,0.875,-73.8,0.853,0.539,120.8,16.14,68.26,2306.4,1130.6
16,119.0,42.38,10,7.81,1.28,7.11,8.94,4.0,14.91,10.77,0.692,17.9,0.875,0.654,116.45,10.87,60.55,1960.3,1154.2
17,386.0,89.01,33,16.49,2.001,10.38,16.12,4.0,26.57,20.43,0.639,-7.5,0.827,0.65,100.32,20.27,81.68,1942.2,1168.0
18,587.0,118.47,45,40.36,1.115,11.0,15.23,4.0,47.44,17.47,0.93,36.8,0.819,0.454,121.22,17.22,70.57,3021.2,1214.2
19,289.0,76.91,28,27.02,1.036,8.47,12.0,2.83,31.87,12.18,0.924,46.1,0.887,0.445,131.95,14.52,68.55,2645.4,1218.5
20,403.0,95.98,27,26.87,1.005,10.64,12.81,8.25,39.47,14.45,0.931,40.4,0.826,0.463,124.85,11.54,61.4,3127.5,1235.7
21,423.0,90.33,23,16.16,1.424,11.69,16.97,2.83,27.48,21.18,0.637,-19.6,0.869,0.561,111.74,20.32,76.19,2254.9,1243.0
22,278.0,79.6,31,12.04,2.574,8.69,14.14,4.0,20.78,19.52,0.343,-86.5,0.783,0.602,118.15,24.15,88.9,2715.5,1336.2
23,283.0,71.36,23,14.21,1.618,9.83,14.42,4.0,22.54,17.71,0.618,70.3,0.876,0.586,117.38,24.32,84.74,2588.8,1351.7
24,265.0,81.5,26,26.63,0.976,7.91,10.0,4.0,35.73,10.51,0.956,63.8,0.826,0.435,138.15,13.05,61.96,2383.0,1360.0
25,779.0,139.88,61,34.48,1.769,12.28,17.89,4.0,50.1,23.39,0.884,31.7,0.78,0.476,123.51,23.9,81.3,2719.7,1372.2
26,471.0,97.98,32,31.06,1.03,11.21,15.62,2.83,38.61,17.25,0.895,-73.0,0.872,0.525,128.5,23.29,86.15,1652.9,1385.9
27,503.0,106.81,39,25.24,1.545,11.13,15.62,2.83,38.21,18.72,0.872,-58.0,0.84,0.528,129.58,24.38,84.44,2929.8,1427.0
28,304.0,74.43,30,16.12,1.861,9.99,14.14,4.47,25.52,16.51,0.762,-39.1,0.881,0.576,115.57,22.22,86.44,2295.3,1441.3
29,375.0,87.15,24,13.45,1.784,10.31,15.23,4.0,32.37,16.26,0.865,-62.3,0.85,0.494,120.92,24.05,84.65,1598.3,1470.2
30,265.0,65.94,16,16.28,0.983,10.59,12.65,8.0,26.16,13.43,0.858,59.6,0.933,0.606,147.05,13.37,51.05,3001.4,1475.2
31,339.0,86.67,37,16.16,2.29,9.16,14.0,2.83,27.68,17.93,0.762,-70.8,0.805,0.577,118.47,22.49,83.15,2501.1,1507.0
32,299.0,73.11,20,18.97,1.054,10.47,14.0,4.47,27.14,15.32,0.825,-76.4,0.874,0.664,121.22,20.62,81.72,2265.1,1506.9
33,238.0,73.01,21,24.08,0.872,7.9,10.0,5.66,32.06,10.23,0.948,51.2,0.838,0.433,145.0,8.72,56.5,2679.5,1509.8
