fraction,n_train,acc_mean,acc_std,f1_mean,f1_std,maj_acc,task
0.1,96.0,0.775,0.03118047822311618,0.7505745612704063,0.0479975230697066,0.725,Posture
0.2,192.0,0.8033333333333333,0.018493617517643498,0.7852625916835356,0.021936054080496325,0.725,Posture
0.3,288.0,0.8316666666666667,0.026614532371118903,0.8198461734045258,0.03297507076973077,0.725,Posture
0.5,480.0,0.8474999999999999,0.020957960566598818,0.8375997069828085,0.028158955337815764,0.725,Posture
0.7,672.0,0.8658333333333333,0.011562030771259647,0.860643227720662,0.014014849410637234,0.725,Posture
1.0,960.0,0.8716666666666667,0.014848774734337905,0.8703924475760306,0.014425311386886141,0.725,Posture
