larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,432.0,93.74,43,14.14,3.041,10.71,17.2,2.83,29.34,21.41,0.684,-55.4,0.826,0.516,98.23,16.65,60.4,2474.6,733.8
2,114.0,58.43,27,0,1.0,3.33,6.32,2.0,20.43,8.65,0.906,80.6,0.717,0.475,157.98,1.7,18.31,2355.4,778.5
3,297.0,83.6,35,24.21,1.446,8.32,14.42,2.0,23.62,18.62,0.615,-59.0,0.784,0.538,83.49,14.49,65.49,1761.6,814.9
4,121.0,48.63,20,10.2,1.961,5.71,10.0,2.0,16.62,10.69,0.765,-54.7,0.84,0.582,82.86,15.61,65.02,1741.4,820.5
5,370.0,93.94,50,30.53,1.638,6.79,10.77,2.0,37.18,15.21,0.912,-19.4,0.791,0.503,85.18,9.98,55.33,1666.6,846.8
6,198.0,54.63,12,10.44,1.149,9.59,12.0,7.21,19.28,14.12,0.681,-88.8,0.917,0.695,132.63,20.88,79.37,2304.1,854.5
7,321.0,85.5,25,27.29,0.916,9.07,12.0,4.0,34.12,12.73,0.928,-25.5,0.821,0.478,110.4,11.89,69.65,2771.9,907.4
8,479.0,104.23,35,31.3,1.118,10.51,14.14,4.0,40.62,17.11,0.907,-40.7,0.8,0.454,114.92,26.87,94.85,2142.9,908.5
9,101.0,50.53,15,10.2,1.471,4.79,6.32,2.0,20.0,8.51,0.905,-6.5,0.721,0.51,130.07,21.72,71.06,2071.4,926.9
10,395.0,86.08,38,15.13,2.511,11.0,16.0,6.0,27.68,20.49,0.672,-80.8,0.849,0.588,119.82,23.87,86.66,2681.9,930.4
11,766.0,155.58,66,50.57,1.305,9.87,18.0,2.0,58.0,20.85,0.933,-11.7,0.728,0.526,135.88,18.59,49.21,2572.8,996.7
12,299.0,74.53,23,23.85,0.964,9.38,12.81,2.83,27.99,14.25,0.861,52.4,0.882,0.598,136.68,22.52,82.22,2465.9,1005.8
13,134.0,47.8,12,11.05,1.086,7.45,8.25,6.0,19.63,9.1,0.886,3.1,0.899,0.705,93.28,6.18,52.16,1853.8,1071.1
14,381.0,85.5,22,17.69,1.244,11.69,14.42,8.25,31.29,17.35,0.832,55.5,0.86,0.567,123.36,22.0,79.87,2681.4,1080.9
15,358.0,94.91,49,0,1.0,4.21,11.66,2.0,40.7,15.46,0.925,-80.8,0.785,0.569,97.54,9.52,56.24,1939.0,1099.7
16,205.0,60.53,19,19.31,0.984,8.07,10.77,4.0,23.23,11.82,0.861,28.4,0.903,0.557,133.47,11.93,63.31,2776.8,1114.2
17,273.0,76.43,25,24.08,1.038,8.37,10.2,4.0,32.6,11.85,0.932,-68.8,0.83,0.506,137.66,18.42,68.71,2307.9,1141.7
18,356.0,94.67,37,36.01,1.027,8.03,12.17,2.83,38.37,13.36,0.937,-78.6,0.826,0.494,148.07,18.77,67.89,2411.1,1142.0
19,320.0,77.36,22,20.62,1.067,10.34,12.17,7.21,30.13,14.9,0.869,-83.7,0.884,0.613,111.02,15.15,69.92,2132.3,1197.7
20,354.0,104.81,42,35.36,1.188,7.25,10.0,2.0,41.96,12.72,0.953,-51.1,0.788,0.393,99.07,10.35,59.94,1774.6,1231.3
21,328.0,94.43,38,30.41,1.249,6.25,12.17,2.0,34.75,14.42,0.91,-7.3,0.737,0.539,104.16,15.03,62.3,1956.4,1230.8
22,278.0,82.53,41,25.71,1.595,6.22,10.77,2.0,34.05,12.91,0.925,87.8,0.764,0.56,110.45,13.47,61.03,2003.2,1283.0
23,2814.0,350.62,335,51.22,6.54,7.97,22.36,2.0,102.97,45.74,0.896,-38.8,0.757,0.438,27.43,4.72,9.17,1429.0,1338.2
24,355.0,88.43,27,26.17,1.032,10.16,12.65,6.0,37.6,12.95,0.939,-81.2,0.892,0.657,137.7,17.78,68.65,2711.3,1296.1
25,673.0,134.61,58,43.86,1.322,10.82,20.0,4.0,44.09,21.06,0.879,49.9,0.819,0.481,127.32,18.96,45.86,2865.9,1310.3
26,205.0,56.04,15,9.85,1.523,9.16,14.0,2.83,16.86,16.41,0.229,50.4,0.907,0.712,126.74,21.7,77.22,2809.4,1395.1
27,358.0,92.57,32,20.62,1.552,9.15,14.42,2.0,31.26,15.54,0.868,-31.1,0.882,0.603,138.07,14.39,51.61,2747.8,1426.3
28,572.0,127.05,56,29.07,1.926,9.54,17.09,2.0,36.81,22.51,0.791,48.1,0.765,0.578,121.71,29.78,62.76,3036.7,1442.6
29,442.0,101.4,35,35.85,0.976,9.98,14.56,4.0,42.05,15.09,0.933,-40.6,0.842,0.442,126.72,19.33,77.17,1804.6,1499.2
30,265.0,68.77,30,16.12,1.861,9.4,14.42,2.83,20.56,17.73,0.506,16.9,0.877,0.602,108.82,29.96,101.89,2639.3,1511.5
31,391.0,93.15,32,28.43,1.126,9.75,13.42,4.0,38.3,14.9,0.921,-53.8,0.857,0.435,132.27,20.4,77.06,2703.6,1522.9
