larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,22088.0,1970.25,843,875.77,0.963,23.35,25.61,2.0,1006.37,134.34,0.991,-21.2,0.245,0.077,0.12,0.53,0.47,1583.8,1131.3
2,210.0,72.08,20,19.65,1.018,7.32,10.2,4.0,29.33,10.36,0.936,21.5,0.827,0.486,119.56,11.11,56.44,2535.4,907.5
3,94.0,38.63,11,7.28,1.511,6.42,7.21,5.66,15.4,8.33,0.841,-23.4,0.904,0.57,149.91,8.02,53.09,2130.7,975.6
4,511.0,166.79,148,35.51,4.168,3.25,8.49,2.0,41.89,20.13,0.877,-19.5,0.688,0.435,11.86,2.28,9.58,3062.7,1029.4
5,150.0,56.53,17,17.69,0.961,6.28,8.94,2.83,24.54,8.82,0.933,45.8,0.843,0.439,154.71,9.9,59.29,1997.0,1081.5
6,96.0,38.38,11,10.77,1.021,6.35,8.0,4.0,16.24,7.65,0.882,70.7,0.906,0.64,149.52,4.12,49.61,2317.1,1141.5
7,131.0,46.04,13,12.81,1.015,7.03,8.94,2.83,18.23,9.52,0.853,55.6,0.916,0.624,139.01,10.4,60.91,2383.0,1213.5
8,354.0,86.67,35,23.54,1.487,9.12,14.14,2.83,30.6,17.27,0.826,-12.4,0.796,0.555,113.09,26.72,70.36,3058.2,1292.8
9,202.0,55.6,15,10.63,1.411,9.61,14.0,5.66,16.88,15.73,0.363,-81.3,0.918,0.623,124.49,23.92,78.51,2290.9,1304.3
10,432.0,89.36,32,31.26,1.024,11.19,16.0,2.83,36.85,15.27,0.91,-89.7,0.937,0.73,133.67,18.62,64.13,3017.4,1361.6
11,202.0,56.77,11,10.2,1.079,10.1,12.65,8.0,19.67,13.96,0.704,-65.8,0.91,0.625,128.92,18.22,76.08,2147.9,1527.8
12,99.0,49.7,16,16.28,0.983,4.71,6.32,2.83,20.68,7.76,0.927,52.9,0.756,0.388,122.8,20.67,71.67,2416.7,1575.0
13,120.0,42.04,10,10.3,0.971,7.14,10.0,4.0,16.56,9.6,0.815,55.1,0.952,0.625,128.72,14.59,65.57,2042.5,1606.9
14,171.0,51.8,18,11.18,1.61,8.24,12.0,4.0,17.22,13.58,0.615,14.5,0.886,0.679,115.5,20.86,74.52,2087.8,1734.7
15,140.0,45.94,8,7.62,1.05,8.58,10.0,8.0,17.4,10.74,0.787,-30.8,0.946,0.588,126.07,13.6,64.91,1842.5,1751.0
16,257.0,66.53,24,12.37,1.94,9.54,13.42,4.47,20.34,17.39,0.519,33.1,0.857,0.612,115.71,26.11,82.3,2833.7,1774.6
17,80.0,30.73,3,2.83,1.061,7.82,8.25,7.21,11.36,9.01,0.609,-44.9,0.976,0.8,133.05,8.74,55.95,2246.4,1790.1
18,86.0,51.6,22,12.21,1.802,2.91,5.66,2.0,15.12,9.13,0.797,15.6,0.705,0.521,6.63,1.61,9.51,3107.8,1890.2
19,103.0,39.21,8,8.06,0.992,6.79,8.0,4.0,15.31,8.79,0.819,13.3,0.912,0.687,129.66,6.27,53.34,2621.4,1963.5
20,310.0,84.67,29,23.35,1.242,8.21,12.65,2.83,30.59,15.56,0.861,-35.4,0.799,0.497,112.94,19.12,66.25,2038.6,1973.6
21,317.0,82.18,34,20.12,1.689,9.07,12.17,4.0,29.31,15.87,0.841,4.4,0.801,0.539,106.37,23.37,84.36,2118.5,1976.7
22,231.0,64.87,18,17.26,1.043,8.85,12.0,5.66,27.27,11.58,0.905,82.3,0.928,0.683,122.05,14.61,63.93,2590.6,1977.7
23,257.0,70.53,23,19.1,1.204,8.76,12.81,5.66,27.71,13.71,0.869,9.2,0.845,0.581,112.98,20.14,67.23,1919.9,2091.2
24,178.0,52.28,13,12.65,1.028,8.9,12.0,6.0,20.27,11.94,0.808,-22.5,0.952,0.636,135.98,13.16,59.47,2783.0,2124.4
25,1637.0,262.88,113,97.01,1.165,12.01,23.32,2.0,112.06,23.93,0.977,55.2,0.715,0.287,0.43,2.03,0.85,1828.9,2156.6
26,317.0,77.6,28,13.0,2.154,9.89,13.42,4.0,26.87,16.81,0.78,52.2,0.845,0.53,96.14,22.23,75.13,2035.9,2204.0
27,187.0,56.28,15,16.64,0.901,8.48,10.77,4.0,23.59,10.25,0.901,60.9,0.93,0.594,134.8,10.01,61.2,2344.2,2249.8
