date,mean_mm,std_mm,n
19.10,3.4780150285575386,0.54925075835125,92.0
20.10,3.542293791766766,0.2632701674967215,18.0
21.10,3.5473339025256543,0.5248877351664075,37.0
24.10,5.58274222330194,1.0646188303338122,28.0
25.10,5.72192501286398,1.6017567700781,37.0
26.10,6.2234918918683615,1.6129772210949047,32.0
27.10,6.678664169919557,1.292474245355413,41.0
29.10,7.897909810147036,1.7775180382218023,47.0
31.10,7.584637417078677,1.8991074196086468,90.0
3.11,7.603347532575062,2.1256131055094314,54.0
