larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,218.0,76.08,42,27.29,1.539,4.08,10.0,2.0,32.37,9.37,0.957,-23.3,0.823,0.418,87.96,6.69,41.91,1772.6,756.7
2,309.0,100.12,40,14.76,2.709,5.85,10.77,2.0,38.09,13.38,0.936,43.8,0.75,0.383,112.02,11.07,55.85,2769.0,795.7
3,147.0,97.05,35,5.0,7.0,3.14,5.66,2.0,39.63,7.73,0.981,89.3,0.57,0.42,154.52,1.06,19.48,2287.6,787.1
4,244.0,128.02,55,41.59,1.322,3.51,7.21,2.0,47.36,8.52,0.984,84.2,0.665,0.452,157.14,2.02,17.15,2332.7,790.3
5,282.0,80.08,31,9.22,3.362,7.85,14.14,2.0,21.95,17.46,0.606,-55.8,0.862,0.613,90.74,6.53,44.31,1754.8,817.7
6,541.0,115.64,46,40.8,1.127,9.58,16.12,2.0,46.54,17.15,0.93,-27.0,0.817,0.462,113.94,13.9,62.47,2659.0,843.6
7,310.0,70.53,15,10.44,1.437,11.58,16.0,6.0,22.51,18.23,0.587,26.4,0.901,0.742,116.19,33.34,99.75,2147.7,838.9
8,162.0,50.53,17,12.08,1.407,7.94,10.77,4.0,19.02,11.22,0.807,-35.4,0.92,0.562,91.22,7.06,52.67,1737.8,840.4
9,214.0,58.53,15,9.9,1.515,9.85,13.42,5.66,20.75,14.07,0.735,-13.2,0.907,0.599,136.92,25.03,79.71,2339.2,855.4
10,281.0,76.43,33,24.35,1.355,7.64,12.65,2.83,28.98,13.46,0.886,-25.4,0.857,0.484,125.16,22.45,87.37,2054.7,917.3
11,334.0,79.94,27,16.0,1.688,9.59,15.23,4.0,26.41,17.53,0.748,57.8,0.863,0.66,119.71,28.91,94.05,2323.5,918.9
12,334.0,82.77,25,25.55,0.978,10.02,11.66,6.32,35.84,13.4,0.927,65.8,0.856,0.53,147.72,16.75,69.61,2444.6,960.7
13,177.0,79.5,23,22.02,1.044,4.95,8.25,2.83,31.36,9.85,0.949,-1.9,0.694,0.509,134.89,17.98,64.42,2112.6,971.8
14,454.0,91.5,38,21.93,1.733,11.38,18.44,2.83,26.21,24.14,0.39,-64.9,0.87,0.579,117.92,27.33,72.09,2628.6,994.1
15,394.0,91.98,41,33.42,1.227,7.15,14.0,2.0,37.87,13.76,0.932,-30.0,0.908,0.464,90.53,7.97,53.41,1537.2,1056.8
16,101.0,35.56,3,2.0,1.5,8.4,8.94,8.0,14.31,9.04,0.775,6.0,0.981,0.802,86.79,9.56,58.96,1847.1,1069.3
17,157.0,56.18,24,12.04,1.993,5.45,8.25,2.0,16.88,12.86,0.648,-5.1,0.877,0.623,83.28,9.71,55.76,1631.5,1108.1
