larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,83.0,61.84,20,19.0,1.053,3.43,5.66,2.0,25.28,8.27,0.945,-1.6,0.529,0.401,25.78,3.84,13.66,1605.9,1523.4
2,289.0,130.31,97,34.83,2.785,2.98,8.25,2.0,33.19,15.25,0.888,-50.1,0.641,0.371,28.23,2.83,15.1,1640.7,1540.4
3,138.0,80.81,30,17.49,1.715,3.65,6.0,2.0,26.36,11.58,0.898,-74.5,0.611,0.368,27.3,2.05,12.75,1768.3,1580.6
4,950.0,339.63,246,61.07,4.028,3.86,11.66,2.0,64.94,30.0,0.887,25.5,0.51,0.323,30.2,3.23,14.22,1853.4,1625.8
5,536.0,214.88,185,44.38,4.168,2.91,6.0,2.0,47.4,22.13,0.884,18.1,0.65,0.441,29.96,3.36,11.22,1872.3,1610.8
6,153.0,106.61,54,21.19,2.548,3.02,5.66,2.0,27.27,11.22,0.911,26.7,0.595,0.354,30.69,2.52,12.05,1679.0,1612.7
7,400.0,180.01,114,20.62,5.53,3.48,8.0,2.0,33.21,22.01,0.749,-73.2,0.62,0.432,30.22,3.74,24.69,1853.4,1667.6
8,160.0,103.05,41,37.7,1.088,3.44,5.66,2.0,46.26,5.76,0.992,71.6,0.658,0.248,160.52,3.84,28.58,1647.0,1687.6
9,2675.0,523.7,426,84.43,5.045,7.21,18.44,2.0,168.41,21.57,0.992,86.1,0.738,0.544,131.81,9.01,6.21,1290.6,1705.3
10,2110.0,436.84,276,100.17,2.755,8.22,17.09,2.0,156.85,18.78,0.993,84.0,0.717,0.445,138.35,8.37,5.24,1020.5,1931.6
11,7083.0,1317.64,879,418.94,2.098,8.73,20.0,2.0,450.06,69.04,0.988,-22.0,0.321,0.1,147.66,11.46,4.86,747.8,2133.9
12,8543.0,1507.67,922,520.73,1.771,9.86,22.8,2.0,648.23,52.15,0.997,10.9,0.321,0.134,149.5,8.13,4.77,720.1,2642.4
13,116.0,39.8,5,4.12,1.213,9.23,10.0,7.21,14.07,10.7,0.65,86.6,0.935,0.703,169.29,16.67,60.8,867.7,2798.6
14,5800.0,905.1,437,347.97,1.256,12.28,23.41,2.0,370.41,22.79,0.998,69.4,0.735,0.125,155.63,7.34,6.67,945.7,2985.1
15,245.0,91.64,68,25.08,2.711,3.83,7.21,2.0,30.91,12.91,0.909,65.7,0.721,0.469,149.37,3.74,5.63,1142.3,3058.2
