larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,304.0,109.64,42,21.4,1.963,6.44,10.0,2.0,34.0,16.28,0.878,60.2,0.682,0.476,131.46,16.24,21.02,1701.6,1666.3
2,4910.0,875.47,552,270.83,2.038,8.72,22.09,2.0,287.25,26.24,0.996,59.2,0.702,0.137,140.83,8.6,14.79,1901.0,1762.8
3,85.0,37.46,13,6.71,1.938,5.82,8.25,2.0,11.24,10.61,0.331,-6.9,0.895,0.59,126.47,20.33,72.51,1777.8,1955.4
4,127.0,56.77,20,19.24,1.04,5.05,7.21,2.83,22.05,9.17,0.909,-86.2,0.713,0.502,104.94,21.09,53.28,2184.1,2132.6
5,89.0,35.8,8,7.28,1.099,6.89,8.25,4.47,12.87,9.06,0.71,-7.5,0.908,0.685,132.57,26.88,76.67,2130.3,2231.8
6,107.0,40.63,10,7.21,1.387,6.98,8.49,4.0,14.3,10.53,0.677,-52.5,0.877,0.588,133.63,24.87,81.36,2081.4,2255.5
7,1197.0,168.51,125,0,1.0,8.44,14.14,2.0,61.06,56.04,0.397,-59.0,0.588,0.479,126.08,46.76,80.95,1119.9,2323.1
8,122.0,50.28,15,10.82,1.387,6.22,8.94,4.0,18.58,10.31,0.832,-47.2,0.787,0.477,135.71,26.14,74.05,1743.6,2466.8
9,93.0,37.8,12,6.71,1.789,6.25,8.25,4.0,12.33,10.88,0.47,58.1,0.877,0.646,134.92,16.79,71.96,1543.3,2477.1
10,114.0,42.87,14,10.63,1.317,6.38,8.94,2.83,15.07,10.61,0.71,-42.6,0.87,0.543,123.03,27.51,86.67,1546.2,2490.9
11,83.0,34.38,6,5.39,1.114,6.27,8.0,5.66,13.52,8.24,0.793,13.5,0.902,0.638,138.25,17.02,69.13,1627.5,2620.0
12,92.0,38.04,12,8.49,1.414,5.98,8.49,4.0,12.94,10.03,0.632,-28.2,0.893,0.548,140.12,20.56,72.04,1218.7,2883.4
13,124.0,44.87,17,11.7,1.452,6.85,8.94,4.0,15.43,11.06,0.697,-5.8,0.855,0.596,129.1,19.44,77.12,1462.7,2917.1
14,135.0,49.11,13,8.0,1.625,7.63,8.94,6.0,15.11,13.11,0.496,-19.8,0.844,0.562,123.19,28.79,85.93,1574.2,3040.0
15,5796.0,379.75,397,0,1.0,13.12,26.68,2.0,133.95,66.99,0.866,35.8,0.818,0.546,3.48,2.72,5.55,1539.0,3211.0
