larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,742.0,177.52,168,42.72,3.933,3.27,8.25,2.0,52.31,23.0,0.898,-48.0,0.714,0.393,35.88,3.04,9.58,1446.6,1704.1
2,2642.0,622.95,475,195.02,2.436,5.57,16.49,2.0,218.99,41.35,0.982,66.9,0.38,0.149,146.43,9.54,23.0,1741.0,1825.8
3,98.0,43.46,13,13.6,0.956,5.18,8.25,4.0,16.59,8.65,0.853,52.8,0.86,0.538,131.05,23.06,77.33,1558.6,1833.4
4,4447.0,968.24,589,343.38,1.715,7.33,22.8,2.0,370.59,28.74,0.997,24.7,0.439,0.092,141.5,8.22,15.17,2211.6,2182.2
5,240.0,169.18,91,27.2,3.345,2.59,4.47,2.0,36.59,14.94,0.913,-57.4,0.548,0.32,25.85,1.9,8.61,2357.5,2198.0
6,154.0,53.94,14,14.87,0.942,6.77,10.2,4.0,21.32,10.36,0.874,-42.6,0.856,0.503,127.39,19.12,68.15,2127.9,2243.8
7,132.0,51.7,11,11.66,0.943,6.68,8.94,4.47,19.41,10.34,0.846,55.8,0.81,0.524,124.58,29.3,87.09,943.4,2275.7
8,80.0,33.8,10,7.28,1.374,5.69,8.0,2.83,11.22,9.88,0.474,-62.3,0.899,0.606,121.92,21.07,80.94,1526.0,2371.1
9,85.0,36.14,11,9.22,1.193,5.67,8.0,4.0,13.61,9.03,0.748,49.7,0.934,0.644,133.14,22.03,71.06,1778.7,2489.8
10,112.0,45.46,14,10.05,1.393,6.02,8.0,4.0,15.49,11.19,0.691,7.4,0.83,0.574,117.8,33.91,98.9,908.8,2500.3
11,100.0,41.46,14,10.2,1.373,5.82,8.25,2.83,14.83,9.57,0.764,-23.7,0.847,0.595,126.29,28.01,80.17,1190.6,2579.4
12,93.0,38.87,9,10.63,0.847,6.01,8.0,2.83,16.32,7.54,0.887,35.1,0.93,0.517,147.91,11.81,63.01,2150.9,2601.2
13,90.0,37.8,13,5.83,2.229,5.49,8.0,2.83,14.19,9.05,0.77,89.1,0.909,0.667,139.71,20.94,71.06,2120.6,2610.4
14,120.0,44.38,13,5.83,2.229,6.94,8.0,6.0,14.85,11.12,0.663,-81.7,0.902,0.667,127.7,27.84,84.44,1494.4,2620.7
15,168.0,61.11,20,15.0,1.333,6.04,10.0,2.83,23.1,11.8,0.86,58.8,0.792,0.457,124.35,26.28,79.12,1030.4,2634.5
16,93.0,42.28,14,11.4,1.228,5.16,7.21,4.0,16.32,8.44,0.856,-34.1,0.853,0.511,126.38,25.51,76.09,1018.8,2647.4
17,130.0,52.63,17,16.28,1.044,5.55,8.94,2.83,22.37,8.0,0.934,-8.9,0.89,0.628,142.18,15.74,66.02,1052.9,2810.4
18,153.0,58.87,20,18.97,1.054,6.16,10.0,2.83,22.09,11.22,0.862,26.6,0.781,0.497,133.82,26.53,80.12,1319.7,2880.1
19,81.0,32.73,8,7.81,1.024,5.96,8.0,4.0,11.4,9.52,0.55,31.6,0.931,0.736,112.27,21.03,76.75,974.3,3008.0
20,123.0,46.38,13,12.0,1.083,6.87,8.25,6.0,20.5,8.07,0.919,1.3,0.898,0.683,151.67,16.81,66.93,1122.3,3041.9
21,97.0,36.97,7,6.08,1.151,6.85,8.25,4.47,12.34,10.6,0.511,5.5,0.924,0.746,131.76,22.5,77.52,1447.2,3083.9
22,102.0,39.8,13,11.18,1.163,6.19,8.0,4.0,15.79,9.02,0.821,-24.1,0.887,0.618,158.03,11.58,60.24,1599.5,3221.9
