larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,155.0,117.34,58,23.71,2.447,2.86,4.47,2.0,26.33,12.48,0.88,-33.7,0.558,0.359,32.46,3.57,14.86,1431.7,1464.7
2,438.0,234.19,135,33.73,4.002,3.36,8.0,2.0,37.12,22.93,0.786,17.2,0.62,0.435,30.72,3.32,13.01,1460.6,1473.0
3,362.0,225.36,115,21.19,5.427,3.13,6.32,2.0,41.98,17.77,0.906,67.1,0.539,0.357,31.38,3.41,15.47,1440.8,1490.1
4,88.0,64.67,34,0,1.0,2.63,4.0,2.0,21.04,9.48,0.893,-40.9,0.55,0.344,35.8,2.55,16.18,1340.3,1495.6
5,263.0,152.21,73,33.54,2.176,3.0,6.32,2.0,38.12,13.79,0.932,-7.4,0.56,0.407,25.11,3.52,16.62,1650.9,1508.7
6,94.0,79.64,37,14.56,2.541,2.5,4.47,2.0,21.36,9.97,0.885,-21.4,0.503,0.33,26.82,3.16,13.38,1632.4,1527.0
7,113.0,99.44,43,11.7,3.674,2.37,4.0,2.0,24.46,13.27,0.84,-35.2,0.487,0.297,29.87,2.95,12.46,1765.2,1593.1
8,3047.0,478.16,331,47.01,7.041,10.7,21.54,2.0,180.04,22.45,0.992,85.5,0.799,0.538,131.56,9.99,5.22,1364.0,1671.6
9,89.0,71.15,27,21.02,1.284,3.11,4.47,2.0,23.89,7.3,0.952,69.3,0.549,0.337,151.72,1.98,23.21,1732.8,1664.4
10,86.0,60.67,20,15.65,1.278,3.34,6.32,2.0,17.09,10.05,0.809,-75.9,0.597,0.46,138.13,6.12,5.07,1460.2,1676.1
11,85.0,59.01,20,13.0,1.538,3.0,6.0,2.0,21.82,7.26,0.943,-81.2,0.639,0.447,137.42,4.0,4.79,1484.9,1678.7
12,248.0,141.24,55,19.85,2.771,4.21,8.0,2.0,42.65,12.26,0.958,82.5,0.555,0.347,134.0,4.81,7.36,1143.1,1900.8
13,3297.0,360.13,300,82.88,3.62,10.81,25.46,2.0,97.6,51.9,0.847,-33.5,0.761,0.487,12.38,15.4,5.09,581.7,1972.7
14,1228.0,280.94,161,114.21,1.41,7.4,20.88,2.0,111.86,20.6,0.983,-1.4,0.698,0.416,0.41,2.89,0.56,495.5,2419.2
15,1717.0,259.48,95,94.43,1.006,13.63,24.0,2.0,114.62,24.72,0.976,-7.3,0.78,0.521,0.29,1.92,0.38,2306.9,2410.8
16,380.0,215.24,90,93.3,0.965,4.11,6.0,2.0,103.91,7.91,0.997,18.1,0.534,0.132,184.25,3.02,40.15,1204.4,2422.5
17,91.0,32.97,3,2.83,1.061,8.67,10.0,8.0,12.56,9.2,0.681,78.2,0.989,0.778,172.51,15.06,60.42,840.4,2393.0
18,332.0,213.46,121,31.62,3.826,2.71,5.66,2.0,51.3,15.62,0.953,-53.0,0.463,0.25,38.03,2.73,16.12,545.9,2426.8
19,2393.0,334.59,144,0,1.0,14.66,25.3,2.0,147.12,25.2,0.985,15.1,0.8,0.337,0.23,1.04,0.64,508.8,2528.5
20,81.0,31.8,4,3.0,1.333,7.88,10.0,6.32,10.73,9.76,0.415,-1.6,0.953,0.675,115.48,14.35,57.51,2126.7,2528.9
21,3739.0,468.64,317,53.41,5.935,12.83,25.06,2.0,108.06,54.18,0.865,-33.3,0.805,0.548,21.78,14.14,8.61,593.1,2698.6
22,90.0,35.8,7,6.08,1.151,7.18,8.25,5.66,12.77,9.26,0.688,80.0,0.9,0.692,164.13,12.66,57.53,1318.2,2777.6
23,8164.0,1222.26,602,464.05,1.297,12.59,24.0,2.0,484.93,24.42,0.999,69.3,0.676,0.103,151.97,10.08,6.79,1051.4,2943.7
24,3581.0,306.19,269,0,1.0,11.42,24.08,2.0,98.96,61.28,0.785,71.4,0.779,0.565,14.02,15.46,4.73,1499.8,3241.1
25,127.0,90.23,33,23.77,1.388,3.25,5.66,2.0,30.95,10.19,0.944,78.2,0.498,0.314,28.32,2.58,14.09,1595.6,3211.6
