larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,204.0,89.98,49,20.62,2.377,4.09,8.94,2.0,32.06,9.53,0.955,81.1,0.696,0.476,161.19,2.78,23.95,2398.4,671.6
2,504.0,95.84,33,32.89,1.003,11.88,18.44,2.83,34.33,19.28,0.827,-74.3,0.916,0.72,118.4,24.49,56.6,2668.3,721.2
3,327.0,77.25,25,20.62,1.213,10.46,14.42,6.0,28.95,16.34,0.825,37.5,0.863,0.547,139.31,30.49,78.67,2498.0,800.6
4,95.0,53.11,20,19.21,1.041,4.24,5.66,2.83,24.52,6.59,0.963,-59.7,0.725,0.317,161.25,10.51,49.25,2633.5,798.8
5,224.0,55.7,12,7.0,1.714,11.48,14.42,8.0,17.77,16.53,0.368,15.9,0.945,0.691,132.9,21.71,51.7,2803.9,812.9
6,209.0,58.04,14,13.04,1.074,9.07,10.0,6.0,20.82,13.68,0.754,88.9,0.893,0.711,97.93,15.43,54.37,1805.0,867.6
7,235.0,70.53,40,16.12,2.481,6.11,10.2,2.0,23.14,14.85,0.767,-8.1,0.808,0.589,93.06,12.91,45.66,1867.3,895.4
8,659.0,158.61,60,30.23,1.985,9.12,14.0,2.0,46.91,25.82,0.835,55.6,0.709,0.49,136.8,24.94,68.4,2784.9,918.2
9,401.0,89.15,30,28.46,1.054,10.1,14.14,4.0,31.15,17.53,0.827,22.4,0.874,0.57,129.53,23.48,63.78,2105.8,942.3
10,237.0,60.53,11,9.22,1.193,11.49,12.65,8.94,20.59,15.61,0.652,15.8,0.919,0.697,136.2,17.78,57.77,2923.9,949.4
11,237.0,70.04,30,23.19,1.293,7.87,12.0,2.83,27.53,12.1,0.898,-3.5,0.849,0.675,163.82,14.25,52.3,2519.8,1023.0
12,294.0,70.53,22,14.0,1.571,10.67,15.23,4.0,20.78,19.53,0.342,27.9,0.894,0.7,132.11,27.83,76.02,2280.4,1074.5
