larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,3669.0,500.8,350,79.43,4.406,9.84,24.0,2.0,150.89,53.65,0.935,-79.2,0.631,0.44,7.79,13.41,3.11,2240.4,547.7
2,324.0,79.94,22,21.93,1.003,10.06,14.0,6.0,31.88,14.8,0.886,50.0,0.846,0.54,135.55,28.98,79.25,2047.8,905.1
3,221.0,59.46,11,13.45,0.818,10.29,13.42,7.21,22.53,12.82,0.822,48.9,0.917,0.65,136.41,20.45,68.6,1988.1,981.1
4,124.0,45.46,14,15.26,0.917,6.61,10.0,4.0,19.52,8.36,0.904,-58.8,0.939,0.574,137.84,11.28,57.6,2167.1,1029.0
5,99.0,39.56,9,8.54,1.053,6.29,8.94,4.0,15.78,8.37,0.848,19.9,0.952,0.733,163.01,7.68,47.08,2511.5,1027.9
6,87.0,32.97,6,5.39,1.114,7.02,8.94,4.0,11.87,9.52,0.598,12.9,0.946,0.725,121.99,12.74,53.24,1891.9,1084.0
7,87.0,32.97,2,1.0,2.0,8.12,8.25,8.0,11.66,9.64,0.562,88.5,0.956,0.725,151.68,17.3,64.32,2418.0,1101.7
8,156.0,53.7,24,14.14,1.697,6.88,10.2,2.83,17.94,11.95,0.746,-2.7,0.872,0.586,86.75,13.55,57.64,1571.8,1110.6
9,121.0,44.28,9,8.94,1.006,7.43,8.49,6.0,18.66,8.44,0.892,-62.5,0.924,0.593,153.61,14.02,49.02,2971.3,1131.2
10,178.0,52.53,11,11.18,0.984,8.67,12.65,2.83,18.46,12.73,0.724,-57.3,0.922,0.659,138.64,27.09,76.08,2818.6,1139.4
11,223.0,62.28,13,12.04,1.08,9.18,12.0,7.21,23.88,13.07,0.837,-1.5,0.864,0.676,155.9,8.96,49.17,2332.9,1147.8
12,186.0,57.7,24,13.04,1.841,7.64,11.66,2.83,18.43,14.94,0.586,-8.9,0.842,0.574,134.72,23.0,81.9,2502.9,1163.7
13,148.0,57.11,19,18.6,1.021,5.92,8.25,2.83,23.81,9.36,0.92,-28.3,0.822,0.493,85.45,11.37,53.55,1456.4,1184.2
14,185.0,59.7,17,16.49,1.031,7.69,10.0,4.47,24.36,10.29,0.906,-10.2,0.877,0.642,108.03,15.0,62.38,1830.6,1249.8
15,99.0,38.04,6,5.83,1.029,6.91,8.25,6.0,14.23,9.47,0.747,-28.4,0.952,0.643,146.58,21.04,68.86,2441.9,1280.4
16,134.0,50.53,12,14.21,0.844,6.43,8.94,4.0,21.06,8.64,0.912,51.1,0.905,0.496,152.63,12.36,55.25,2290.2,1295.9
