larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,5629.0,398.42,408,81.3,5.018,15.16,32.06,2.0,128.17,70.64,0.834,-61.2,0.819,0.588,20.62,6.93,7.63,2088.7,643.9
2,84.0,47.94,22,9.9,2.222,2.67,5.66,2.0,14.42,10.35,0.696,-6.5,0.712,0.438,70.51,3.33,42.54,2347.1,662.2
3,591.0,130.95,94,42.43,2.216,6.24,17.09,2.0,52.54,17.26,0.945,-50.3,0.782,0.373,90.18,8.9,45.99,1782.6,810.4
4,538.0,116.47,40,37.8,1.058,10.7,15.23,4.0,46.97,16.9,0.933,-25.8,0.781,0.434,111.3,14.12,60.43,2691.0,819.2
5,251.0,93.74,30,26.68,1.124,6.47,10.77,2.0,39.19,11.68,0.955,18.3,0.707,0.41,113.95,9.21,55.73,2777.3,813.7
6,307.0,82.67,29,21.21,1.367,6.63,16.0,2.0,23.0,18.9,0.57,15.4,0.832,0.614,110.21,36.11,105.93,2153.3,837.8
7,225.0,59.36,20,15.0,1.333,9.14,12.65,2.83,21.6,14.13,0.757,-32.5,0.915,0.592,135.38,23.43,77.96,2342.4,858.3
8,444.0,98.81,38,34.01,1.117,9.74,14.56,2.83,36.1,17.04,0.882,66.4,0.83,0.552,120.47,27.25,91.99,2312.5,900.7
9,306.0,80.91,33,28.02,1.178,8.43,12.17,2.83,32.26,12.86,0.917,-38.5,0.887,0.437,128.72,17.9,77.42,2048.8,931.9
10,346.0,85.5,25,24.76,1.01,9.86,12.81,6.32,35.69,13.99,0.92,49.9,0.83,0.475,142.92,18.42,74.8,2453.7,961.1
11,94.0,33.8,3,2.0,1.5,9.06,10.0,8.25,12.38,9.71,0.62,-87.1,0.959,0.723,128.7,21.25,68.44,2121.0,974.8
12,425.0,87.25,35,18.11,1.933,12.44,19.7,5.66,25.98,22.54,0.497,-20.3,0.878,0.607,112.08,27.67,84.09,2659.9,985.6
13,428.0,102.23,36,31.95,1.127,9.57,13.42,2.83,42.16,13.97,0.944,-33.5,0.815,0.428,89.75,7.94,53.34,1556.8,1036.3
14,129.0,48.87,14,14.14,0.99,6.55,8.25,4.0,19.67,9.22,0.883,37.0,0.86,0.506,90.81,8.48,55.96,1852.7,1066.0
15,121.0,48.28,16,0,1.0,4.4,8.25,2.0,16.44,10.18,0.785,-21.1,0.858,0.621,80.42,7.29,54.58,1655.7,1107.9
16,226.0,60.77,20,16.12,1.24,8.63,13.42,2.83,18.54,16.61,0.444,68.1,0.883,0.566,125.98,25.58,82.84,2602.3,1119.2
17,185.0,55.7,13,12.17,1.069,8.54,10.2,4.47,20.79,12.13,0.812,22.2,0.889,0.617,132.66,15.13,65.86,2774.5,1130.7
18,238.0,63.6,18,19.42,0.927,9.19,12.65,5.66,24.79,12.63,0.86,49.7,0.898,0.569,135.53,23.1,79.68,2352.5,1154.9
