fraction,n_train,mean_acc,std_acc,mean_f1,std_f1,mean_maj_acc,mean_maj_f1,mean_rand_acc,mean_rand_f1
0.1,49.0,0.9597855227882037,,0.9400908814177209,,0.9597855227882037,0.9400908814177209,0.8927613941018767,0.9054067396273989
0.2,98.0,0.9597855227882037,,0.9400908814177209,,0.9597855227882037,0.9400908814177209,0.8927613941018767,0.9054067396273989
0.3,147.0,0.9597855227882037,,0.9400908814177209,,0.9597855227882037,0.9400908814177209,0.8927613941018767,0.9054067396273989
0.5,246.0,0.9597855227882037,,0.9400908814177209,,0.9597855227882037,0.9400908814177209,0.8927613941018767,0.9054067396273989
0.7,344.0,0.9597855227882037,,0.9400908814177209,,0.9597855227882037,0.9400908814177209,0.8927613941018767,0.9054067396273989
1.0,492.0,0.9597855227882037,,0.9400908814177209,,0.9597855227882037,0.9400908814177209,0.8927613941018767,0.9054067396273989
