larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,4765.0,515.03,625,38.9,16.068,8.54,25.3,2.0,120.88,60.56,0.865,87.8,0.819,0.692,15.61,15.75,5.86,2210.8,553.3
2,4876.0,610.22,309,233.06,1.326,14.03,23.32,2.0,256.42,25.27,0.995,-61.0,0.79,0.188,154.45,6.01,5.72,1957.5,804.8
3,590.0,158.65,65,47.71,1.362,7.89,12.81,2.0,61.88,13.28,0.977,-51.8,0.754,0.258,155.21,9.04,26.69,1830.6,905.4
4,328.0,94.08,33,32.76,1.007,7.92,12.65,4.0,35.65,14.34,0.916,22.2,0.766,0.432,132.48,32.56,87.85,2030.3,914.0
5,266.0,69.6,21,21.47,0.978,9.03,13.42,4.0,25.98,13.59,0.852,55.3,0.902,0.583,137.32,26.46,74.2,1926.9,960.3
6,80.0,32.38,5,4.12,1.213,6.57,8.0,5.66,12.56,8.45,0.74,17.7,0.964,0.684,159.91,9.34,48.7,2507.7,1011.3
7,121.0,41.46,6,7.07,0.849,8.17,8.94,7.21,17.19,9.12,0.848,-47.9,0.953,0.617,137.45,11.11,55.55,2152.7,1070.2
8,235.0,86.43,25,21.1,1.185,6.59,12.0,2.0,31.83,11.02,0.938,0.4,0.839,0.675,87.56,11.02,55.16,1563.2,1076.2
9,215.0,61.7,16,15.56,1.029,8.82,12.0,4.47,22.27,13.52,0.795,-37.1,0.867,0.596,140.49,25.73,74.42,2809.7,1122.6
10,185.0,57.11,25,13.04,1.917,7.66,10.77,2.83,19.06,14.25,0.664,-10.6,0.845,0.541,133.37,25.13,83.84,2496.1,1163.2
11,244.0,70.91,20,22.47,0.89,7.91,10.77,4.0,27.4,12.28,0.894,-31.4,0.862,0.469,145.34,12.86,50.84,2254.2,1193.4
12,96.0,37.56,9,8.0,1.125,6.22,8.0,4.0,13.68,9.45,0.723,10.5,0.923,0.738,84.43,13.19,56.57,1461.8,1204.2
13,98.0,35.8,6,5.83,1.029,8.15,8.49,7.21,14.24,8.93,0.779,34.5,0.961,0.685,161.88,10.48,50.73,2412.0,1232.5
14,129.0,44.63,14,11.4,1.228,7.19,10.0,4.0,16.98,10.37,0.792,29.5,0.908,0.62,102.2,16.15,60.97,1819.7,1273.8
15,95.0,37.21,10,6.71,1.491,6.2,8.49,2.83,12.43,10.62,0.519,-52.5,0.922,0.609,151.35,20.34,64.65,2450.5,1286.5
16,299.0,82.18,31,16.4,1.89,8.59,12.0,4.0,27.97,15.14,0.841,62.8,0.845,0.575,113.57,19.9,71.33,2080.4,1304.4
17,105.0,36.38,4,3.0,1.333,8.56,10.0,8.0,12.6,10.78,0.518,-10.7,0.955,0.795,145.62,20.25,68.56,2465.2,1317.6
18,124.0,46.28,11,12.21,0.901,6.96,8.94,4.47,19.54,8.45,0.902,53.7,0.912,0.521,157.8,9.99,54.2,2320.8,1324.4
19,174.0,59.46,19,18.44,1.03,7.11,10.0,4.0,25.32,9.25,0.931,-80.5,0.916,0.633,125.25,15.53,61.28,1735.4,1369.1
20,103.0,38.38,14,7.62,1.838,4.94,8.0,2.0,14.54,9.55,0.754,80.3,0.896,0.669,156.3,7.98,51.21,2266.1,1370.3
21,110.0,37.56,6,5.39,1.114,8.81,10.0,8.0,14.4,9.81,0.732,-59.5,0.965,0.769,151.79,10.02,51.21,2243.3,1372.2
22,250.0,73.5,19,22.2,0.856,8.4,10.77,4.0,30.55,10.96,0.933,36.0,0.919,0.437,117.61,16.38,63.13,1806.7,1393.8
23,183.0,53.11,17,9.0,1.889,8.98,12.81,4.0,16.24,15.09,0.369,4.0,0.893,0.633,130.26,27.84,76.76,2767.6,1425.4
24,279.0,75.84,26,25.18,1.033,8.4,14.0,2.0,27.06,14.32,0.849,-83.7,0.835,0.623,123.23,36.18,90.51,1635.2,1446.7
25,83.0,32.63,4,3.0,1.333,7.51,8.49,6.32,11.03,9.9,0.441,19.5,0.954,0.629,120.04,18.37,63.63,1790.8,1446.0
26,149.0,48.28,10,10.82,0.925,8.22,10.0,5.66,19.27,10.24,0.847,37.4,0.931,0.584,147.25,15.75,62.79,2600.5,1477.0
27,87.0,32.97,6,5.1,1.177,7.44,8.94,5.66,12.27,9.09,0.672,14.9,0.946,0.725,158.28,9.21,49.72,2558.3,1478.1
28,166.0,55.7,15,16.12,0.93,6.8,10.0,2.83,23.19,9.95,0.903,58.7,0.888,0.527,122.84,16.09,57.8,2087.5,1517.3
29,160.0,55.11,16,15.81,1.012,7.49,10.0,4.47,22.31,9.62,0.902,-53.5,0.87,0.5,130.77,14.32,59.58,2128.7,1624.0
30,366.0,97.25,38,31.05,1.224,8.91,12.81,2.83,35.91,15.0,0.909,3.6,0.782,0.565,138.14,24.29,76.15,2518.8,1668.7
31,194.0,60.28,19,13.6,1.397,7.3,12.17,2.83,20.29,14.3,0.71,64.1,0.851,0.551,141.95,16.7,62.38,2916.1,1659.9
