larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,245.0,62.28,15,14.87,1.009,10.39,12.17,8.0,25.63,12.51,0.873,-13.6,0.95,0.7,153.02,19.75,61.95,2385.6,771.7
2,541.0,112.91,43,33.12,1.298,11.0,17.2,4.0,39.18,19.99,0.86,83.7,0.809,0.636,140.58,27.45,76.77,2441.4,800.4
3,191.0,59.94,26,14.42,1.803,7.54,12.81,2.83,18.64,14.22,0.647,-43.2,0.86,0.591,113.66,21.37,63.25,2836.8,805.2
4,311.0,78.67,24,24.21,0.991,9.37,13.42,2.83,31.88,13.87,0.9,58.8,0.871,0.524,132.52,16.87,42.15,2814.8,819.8
5,375.0,86.43,24,19.7,1.218,10.99,14.0,8.25,33.23,15.82,0.879,74.4,0.876,0.605,125.69,20.32,53.04,2858.6,857.3
6,461.0,124.85,56,31.4,1.783,8.02,16.97,2.0,33.96,20.42,0.799,-25.6,0.768,0.512,121.54,35.89,66.44,1931.3,882.1
7,189.0,63.36,22,22.85,0.963,6.85,10.0,2.83,27.57,9.16,0.943,-67.6,0.892,0.519,147.78,8.9,47.8,2776.6,870.2
8,404.0,83.74,31,17.72,1.749,11.11,16.12,2.83,27.13,20.52,0.654,12.1,0.867,0.577,128.96,24.65,74.29,2199.1,904.7
9,277.0,66.77,14,11.7,1.196,10.83,14.42,6.32,21.89,17.49,0.601,27.9,0.896,0.66,131.95,18.26,61.05,2830.7,902.9
10,499.0,107.98,39,32.76,1.191,10.57,14.42,4.0,44.2,15.91,0.933,-62.7,0.891,0.468,139.57,23.12,71.33,2310.7,917.8
11,218.0,56.28,12,12.08,0.993,10.12,12.65,6.32,21.61,13.08,0.796,-16.7,0.956,0.741,139.33,15.91,57.81,2703.8,960.8
12,250.0,73.84,24,22.56,1.064,8.12,11.66,2.83,28.15,12.99,0.887,-65.4,0.859,0.496,91.71,14.08,58.59,1651.5,1072.6
13,263.0,64.04,16,15.3,1.046,10.08,14.0,2.83,22.75,15.46,0.734,87.6,0.913,0.762,146.62,21.91,66.4,2407.2,1078.5
14,156.0,45.8,9,5.66,1.591,10.18,12.0,6.32,15.2,13.45,0.465,-1.1,0.94,0.743,116.83,17.97,55.33,1932.9,1086.7
15,168.0,56.28,19,12.08,1.572,7.59,10.0,4.0,19.77,12.84,0.76,-0.6,0.82,0.553,94.34,10.97,56.24,1664.1,1092.6
16,258.0,71.6,23,13.89,1.656,7.02,12.17,2.0,24.06,16.05,0.745,57.9,0.806,0.561,138.6,20.2,58.37,2212.1,1109.7
17,130.0,46.87,14,13.93,1.005,6.6,8.94,4.0,19.11,8.88,0.885,-74.2,0.942,0.65,141.28,9.4,48.5,2087.9,1127.4
18,186.0,52.28,6,5.39,1.114,11.33,12.0,10.0,18.23,13.19,0.69,-80.7,0.916,0.738,153.6,15.54,55.24,2638.6,1164.8
19,336.0,81.46,31,23.54,1.317,9.91,13.42,4.47,33.69,13.81,0.912,-0.5,0.898,0.656,142.46,17.42,61.71,2680.8,1185.8
20,238.0,69.36,21,21.93,0.958,8.28,12.0,5.66,30.25,11.18,0.929,-68.7,0.859,0.519,150.61,12.52,52.31,2858.9,1293.9
21,148.0,44.63,4,3.0,1.333,10.56,12.0,8.94,15.45,12.52,0.585,-19.8,0.943,0.712,154.16,13.32,51.84,2712.4,1295.5
22,132.0,42.87,6,5.83,1.029,9.75,11.31,8.25,15.56,10.89,0.714,-64.8,0.917,0.635,121.98,14.79,50.02,1838.8,1314.9
23,159.0,46.63,7,7.21,0.971,10.04,10.77,8.0,17.68,11.62,0.754,63.9,0.952,0.719,147.55,18.67,62.2,3030.8,1336.3
24,153.0,47.8,12,10.44,1.149,8.26,10.2,6.32,18.79,10.85,0.816,-85.8,0.916,0.708,159.37,11.76,51.63,2596.2,1398.4
25,232.0,69.6,19,18.97,1.001,8.54,10.2,6.0,29.44,11.08,0.926,67.0,0.856,0.537,135.03,14.04,55.29,2091.3,1409.3
26,579.0,125.98,52,37.44,1.389,10.52,16.0,4.0,48.57,17.58,0.932,74.3,0.741,0.47,130.49,29.63,83.53,3046.0,1448.0
27,443.0,99.01,38,28.44,1.336,10.68,14.56,4.0,39.55,15.92,0.915,4.6,0.852,0.615,148.79,19.19,58.96,2940.8,1462.1
28,153.0,51.36,13,15.62,0.832,7.59,10.0,4.0,21.44,9.19,0.904,-39.6,0.939,0.531,137.88,9.21,49.21,2041.2,1453.3
29,219.0,58.28,15,14.56,1.03,8.86,11.66,5.66,20.46,14.82,0.69,-27.8,0.912,0.678,124.06,13.43,55.22,3185.8,1490.1
30,320.0,71.94,25,15.03,1.663,11.01,15.62,4.47,24.28,18.5,0.647,23.5,0.912,0.667,139.51,24.54,73.66,2906.2,1549.4
31,199.0,65.11,21,19.24,1.092,7.03,10.2,2.83,27.54,10.3,0.927,15.8,0.865,0.569,138.97,12.34,52.85,2012.3,1554.0
32,347.0,83.6,29,29.53,0.982,9.78,13.42,5.66,35.17,12.81,0.931,-62.0,0.916,0.542,137.92,19.44,55.28,3076.7,1577.6
33,233.0,66.53,19,18.0,1.056,7.99,10.0,6.0,27.84,11.9,0.904,8.1,0.86,0.616,159.67,12.81,53.53,2962.8,1590.6
34,376.0,89.84,32,32.7,0.979,9.35,14.0,2.83,37.85,13.2,0.937,20.1,0.904,0.55,138.28,17.91,65.12,2181.4,1619.1
35,321.0,71.84,17,15.62,1.088,11.35,15.62,6.32,25.74,16.62,0.764,-48.1,0.917,0.611,136.98,29.54,77.54,2871.5,1618.5
36,192.0,49.8,4,3.61,1.109,12.0,14.0,10.0,18.08,13.64,0.657,-15.8,0.975,0.821,151.91,18.3,60.2,2922.0,1735.5
37,228.0,68.77,19,19.72,0.963,7.95,11.31,6.0,30.53,10.42,0.94,-27.0,0.851,0.507,149.9,12.63,53.41,2158.8,1758.0
38,453.0,110.33,43,29.15,1.475,10.07,16.49,2.0,31.13,22.04,0.706,-21.5,0.772,0.562,136.89,31.47,75.93,2239.8,1764.2
39,532.0,113.05,53,24.84,2.134,10.07,16.12,2.83,37.35,20.59,0.834,-65.6,0.838,0.547,123.11,29.14,98.32,2922.1,1780.0
40,344.0,85.84,32,28.3,1.131,8.88,14.42,2.83,33.33,15.58,0.884,13.0,0.813,0.573,140.05,22.0,64.65,2768.9,1788.8
41,395.0,90.57,28,28.43,0.985,10.08,14.14,2.83,38.4,13.77,0.934,-35.3,0.916,0.46,123.36,12.7,55.24,3131.9,1815.9
42,196.0,62.43,14,16.4,0.854,7.58,10.77,4.47,25.69,10.7,0.909,36.0,0.875,0.495,149.32,11.33,49.88,2716.0,1918.0
43,139.0,40.97,2,1.0,2.0,11.83,12.0,11.66,14.11,12.56,0.456,88.4,0.972,0.827,151.69,14.7,55.31,2428.6,1921.5
44,491.0,111.4,41,29.15,1.406,9.99,17.09,2.83,31.74,22.79,0.696,11.2,0.797,0.595,129.57,26.5,67.52,2698.8,1948.2
45,93.0,54.18,30,6.32,4.743,2.7,4.47,2.0,18.19,9.06,0.867,31.5,0.669,0.415,31.94,2.05,11.06,1684.2,1947.0
46,341.0,83.25,31,30.0,1.033,9.17,14.0,2.83,33.35,14.0,0.908,-6.0,0.881,0.609,138.99,19.55,51.82,2759.0,1956.6
47,264.0,67.94,18,16.55,1.087,10.15,13.42,8.0,26.06,13.84,0.847,14.6,0.892,0.647,137.41,19.6,55.42,2665.1,1960.7
48,207.0,57.21,16,15.03,1.064,9.3,10.77,6.0,23.66,11.55,0.873,-3.0,0.945,0.75,145.69,14.32,49.42,2648.1,1967.9
49,358.0,84.77,32,25.55,1.252,9.73,14.0,4.0,28.19,18.17,0.764,85.3,0.836,0.725,130.25,27.63,79.01,2150.2,1987.5
50,273.0,126.99,79,20.62,3.832,3.16,8.25,2.0,29.17,17.47,0.801,-57.1,0.638,0.424,31.9,1.91,9.22,2738.6,2250.8
