label,area,major_axis_length,minor_axis_length,eccentricity,solidity,elongation,is_larva
1,54,11.896910667419434,6.720802307128906,0.8251457071093733,0.872,1.7701622696192016,0
2,1278993,1286.289306640625,1262.4437255859375,0.19165822835961874,0.9911727826755447,1.018888430882415,0
