larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,503.0,92.08,24,23.19,1.035,12.49,18.97,2.83,32.74,20.17,0.788,-85.4,0.911,0.665,128.58,27.78,59.8,2602.0,739.0
2,559.0,137.78,39,42.64,0.915,9.01,14.42,4.47,63.06,14.22,0.974,-47.5,0.764,0.318,138.74,17.24,48.31,2803.4,803.4
3,300.0,71.94,23,12.81,1.796,10.74,14.14,4.0,24.68,16.84,0.731,58.9,0.867,0.682,141.96,30.03,75.28,2475.6,816.3
4,94.0,48.53,15,16.12,0.93,4.66,5.66,2.83,21.14,6.76,0.947,-61.7,0.77,0.402,163.94,8.81,49.1,2605.6,825.8
5,187.0,60.53,13,12.53,1.038,7.86,10.0,6.32,23.02,11.56,0.865,-54.9,0.846,0.524,96.17,12.49,53.83,1782.0,877.1
6,547.0,108.81,40,34.21,1.169,11.31,17.2,2.83,37.51,20.13,0.844,81.2,0.848,0.654,134.98,21.41,63.59,2795.6,913.4
7,168.0,51.7,10,8.94,1.118,8.22,12.0,4.0,16.79,13.31,0.609,-38.7,0.908,0.7,90.02,14.32,52.6,1828.0,917.3
8,265.0,64.28,21,10.44,2.011,10.11,15.23,4.0,19.95,17.93,0.438,-84.3,0.927,0.736,141.74,21.29,60.68,2939.8,950.8
9,375.0,84.18,26,21.63,1.202,10.34,15.62,2.83,29.25,18.4,0.777,44.4,0.852,0.582,129.11,19.6,55.09,2073.7,988.9
10,231.0,68.28,24,20.88,1.149,8.1,12.0,2.83,28.93,10.92,0.926,1.7,0.878,0.635,160.51,13.37,53.49,2518.8,1020.4
11,291.0,75.01,22,19.1,1.152,9.49,12.81,4.47,29.99,13.18,0.898,24.4,0.893,0.567,162.8,14.13,56.34,2424.8,1106.2
12,273.0,68.77,25,13.04,1.917,9.94,15.23,4.0,19.58,19.07,0.226,-41.0,0.886,0.65,131.58,24.03,64.45,2246.4,1107.0
13,433.0,106.08,43,33.53,1.283,9.11,14.0,2.83,42.07,14.95,0.935,77.1,0.877,0.492,146.51,23.96,69.53,2337.8,1158.2
14,324.0,74.43,27,14.14,1.909,10.98,14.14,4.0,25.22,18.03,0.699,-86.9,0.88,0.566,122.55,23.56,68.56,2969.9,1184.4
15,108.0,40.38,11,10.3,1.068,6.59,8.0,4.0,16.81,8.34,0.868,-16.2,0.923,0.675,132.32,7.49,43.06,1929.6,1192.4
16,273.0,69.6,23,23.35,0.985,9.29,12.81,4.0,28.79,12.89,0.894,52.4,0.935,0.54,152.32,11.92,50.09,2802.3,1201.3
17,208.0,52.63,7,6.0,1.167,12.32,14.0,10.0,18.32,14.74,0.594,1.3,0.95,0.77,133.42,21.16,60.58,2233.0,1250.0
18,173.0,54.04,14,13.15,1.064,8.36,10.0,5.66,22.28,10.26,0.888,-88.5,0.925,0.715,150.83,12.12,48.71,2938.9,1252.2
19,246.0,64.43,19,19.7,0.965,9.11,11.66,4.0,26.73,11.94,0.895,-56.5,0.943,0.547,153.19,16.64,56.89,2298.3,1268.9
20,420.0,91.15,25,28.32,0.883,11.52,14.14,5.66,38.42,14.71,0.924,38.8,0.886,0.49,151.58,20.42,66.37,2489.7,1301.0
21,245.0,66.28,17,17.09,0.995,8.87,12.17,6.0,27.85,11.66,0.908,71.4,0.921,0.628,158.29,12.14,47.01,2724.9,1312.9
