fraction,n_train,maj_acc,rand_acc,maj_f1,rand_f1
0.1,34,0.8054298642533937,0.7194570135746606,0.7186291520656846,0.7048327926113036
0.2,68,0.8054298642533937,0.7194570135746606,0.7186291520656846,0.7048327926113036
0.3,102,0.8054298642533937,0.7194570135746606,0.7186291520656846,0.7048327926113036
0.5,170,0.8054298642533937,0.7194570135746606,0.7186291520656846,0.7048327926113036
0.7,238,0.8054298642533937,0.7194570135746606,0.7186291520656846,0.7048327926113036
1.0,341,0.8054298642533937,0.7194570135746606,0.7186291520656846,0.7048327926113036
