larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,276.0,77.01,23,21.21,1.084,8.02,12.17,2.83,26.45,16.72,0.775,-24.9,0.777,0.526,143.94,11.59,51.45,1295.4,1789.0
2,145.0,49.7,15,6.32,2.372,7.75,10.0,4.47,15.28,13.36,0.486,67.0,0.868,0.566,116.79,20.31,75.06,1204.3,1842.0
3,224.0,168.69,75,34.21,2.193,2.96,5.66,2.0,35.91,15.58,0.901,-65.4,0.46,0.301,20.34,2.72,13.26,757.1,1928.7
4,274.0,145.14,110,38.59,2.851,2.87,6.32,2.0,41.28,14.12,0.94,-22.8,0.546,0.317,27.87,2.38,9.78,745.6,1998.0
5,330.0,81.74,22,21.0,1.048,10.41,14.42,4.0,29.84,14.8,0.868,86.2,0.897,0.626,134.84,15.96,64.18,1266.5,2001.6
6,151.0,49.7,13,14.87,0.874,7.89,10.0,4.0,19.81,9.82,0.868,40.9,0.938,0.592,135.3,13.67,63.75,825.9,2170.2
7,140.0,43.21,6,5.1,1.177,9.62,11.66,6.32,14.4,13.03,0.426,-78.5,0.959,0.714,129.43,19.1,70.81,1552.6,2179.2
8,91.0,35.8,7,7.21,0.971,6.86,7.21,5.66,15.49,7.47,0.876,54.1,0.948,0.636,153.54,8.52,54.46,1931.0,2219.0
9,168.0,57.11,16,15.62,1.024,7.29,10.0,5.66,23.57,10.35,0.898,37.1,0.889,0.52,142.95,13.74,63.05,1944.1,2261.2
10,314.0,77.74,26,21.02,1.237,9.34,14.14,2.83,29.38,14.05,0.878,29.0,0.949,0.561,135.13,15.49,62.01,1716.4,2288.8
11,330.0,85.01,27,26.68,1.012,9.21,14.0,4.0,33.86,13.75,0.914,-70.6,0.842,0.556,138.3,10.33,53.83,2044.1,2322.0
12,143.0,50.28,13,12.65,1.028,7.49,8.94,5.66,20.09,9.36,0.885,74.2,0.923,0.684,147.78,7.41,52.99,1758.8,2340.5
13,231.0,56.97,9,8.54,1.053,12.15,13.42,10.0,20.72,14.47,0.716,-11.4,0.967,0.868,131.9,15.36,61.1,828.8,2370.2
14,289.0,82.08,34,25.24,1.347,8.25,12.81,2.0,29.47,15.75,0.845,8.2,0.739,0.51,127.44,22.5,67.89,855.2,2389.1
15,168.0,47.8,9,9.22,0.976,9.14,12.0,5.66,17.05,12.78,0.662,42.9,0.944,0.747,126.86,17.04,65.86,2014.0,2391.3
16,110.0,42.28,11,9.85,1.117,6.77,8.25,4.0,15.02,9.68,0.764,-85.9,0.902,0.688,129.14,12.56,60.15,1227.5,2435.9
17,199.0,61.6,24,12.81,1.874,7.29,12.65,2.0,17.93,14.81,0.563,-74.7,0.865,0.65,133.95,9.79,40.05,1815.3,2490.0
18,220.0,63.36,20,17.09,1.17,8.37,13.42,2.0,19.21,15.16,0.614,26.5,0.887,0.655,125.35,20.8,54.65,1275.3,2589.6
19,189.0,64.18,18,19.24,0.936,7.35,10.0,4.47,28.43,9.1,0.947,-28.0,0.871,0.472,132.47,10.32,52.58,898.2,2652.2
20,92.0,34.38,6,5.83,1.029,7.26,8.94,5.66,12.79,9.33,0.684,53.9,0.939,0.697,140.3,5.42,49.7,1046.2,2745.0
21,302.0,79.01,29,25.06,1.157,9.04,13.42,4.0,32.06,12.57,0.92,69.4,0.91,0.559,139.33,11.74,61.93,1362.1,2790.5
22,561.0,110.57,41,24.84,1.651,11.74,17.89,2.83,38.53,20.54,0.846,64.3,0.851,0.557,132.8,19.92,48.94,944.1,2807.1
23,14636.0,819.08,964,167.48,5.756,16.36,28.84,2.0,269.98,99.14,0.93,59.8,0.704,0.405,7.19,7.11,8.09,796.5,2909.9
