larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,235.0,101.3,56,37.34,1.5,3.57,8.25,2.0,41.88,8.72,0.978,-69.5,0.697,0.309,136.84,2.05,25.39,1240.6,1669.5
2,4796.0,784.03,459,268.2,1.711,9.72,25.06,2.0,275.25,25.05,0.996,56.4,0.724,0.137,139.32,7.73,16.29,1869.4,1744.6
3,109.0,44.04,16,13.6,1.176,5.65,8.25,2.83,16.45,9.47,0.818,38.7,0.838,0.559,126.25,28.24,84.83,1732.4,1769.7
4,102.0,67.84,22,18.87,1.166,2.76,4.0,2.0,22.15,10.53,0.88,42.7,0.607,0.336,153.23,1.38,6.34,1963.7,1791.5
5,172.0,109.34,55,24.08,2.284,2.81,4.47,2.0,26.66,12.4,0.885,43.1,0.619,0.372,25.63,1.92,8.6,2061.2,1814.9
6,114.0,86.71,32,17.46,1.832,2.92,4.47,2.0,24.86,8.96,0.933,36.1,0.637,0.339,150.3,2.03,4.38,2057.6,1914.7
7,138.0,56.77,21,13.6,1.544,5.74,8.94,4.0,19.15,12.7,0.749,70.1,0.742,0.454,129.56,29.64,78.14,2014.1,2126.6
8,1453.0,345.06,138,19.72,6.997,9.07,14.14,2.0,57.8,53.84,0.364,69.8,0.686,0.559,142.84,44.8,63.33,1113.7,2348.0
9,107.0,43.8,15,3.0,5.0,5.5,8.0,2.83,16.18,10.19,0.777,-80.1,0.87,0.557,141.9,23.25,74.42,1829.3,2350.9
10,107.0,42.04,14,9.9,1.414,6.03,8.49,2.83,13.41,11.59,0.504,45.3,0.843,0.549,126.66,26.37,85.29,1634.7,2385.0
11,85.0,34.04,8,7.0,1.143,6.01,8.49,2.83,11.4,9.8,0.511,5.5,0.924,0.594,131.24,21.48,78.26,1624.4,2473.5
12,111.0,46.38,15,14.04,1.069,5.49,8.0,2.83,18.64,8.64,0.886,0.8,0.854,0.584,146.52,13.61,59.9,1719.6,2553.0
13,98.0,39.8,13,12.0,1.083,5.79,8.94,2.83,15.66,8.46,0.841,-89.1,0.907,0.641,109.52,12.74,61.4,2131.0,2652.7
14,148.0,55.94,19,15.65,1.214,6.23,10.0,4.0,20.23,11.68,0.817,-42.0,0.779,0.458,133.74,19.1,62.97,1459.5,2878.4
15,120.0,40.63,11,8.49,1.296,6.93,10.0,2.83,13.74,11.64,0.532,-4.5,0.93,0.659,126.56,21.25,69.69,1675.5,2928.2
16,9472.0,597.31,817,47.1,17.348,13.0,37.36,2.0,187.47,77.4,0.911,-59.2,0.786,0.455,6.92,5.51,7.99,1880.6,3049.9
