larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,2857.0,305.71,217,0,1.0,12.43,25.46,2.0,103.91,46.34,0.895,78.5,0.756,0.556,7.77,9.86,3.16,2676.2,609.8
2,12895.0,893.96,740,0,1.0,19.12,33.29,2.0,190.26,113.41,0.803,49.8,0.752,0.485,22.17,13.8,7.33,2972.7,839.7
3,11696.0,1557.75,811,572.96,1.415,14.09,31.24,2.0,609.02,64.4,0.994,-29.6,0.329,0.081,138.99,8.44,16.72,1785.1,1181.2
4,152.0,66.43,24,21.21,1.131,5.14,8.25,2.0,25.78,8.99,0.937,26.6,0.768,0.367,119.84,9.88,50.66,2091.6,1035.2
5,189.0,58.77,13,11.31,1.149,8.6,10.77,6.0,20.1,13.37,0.747,-58.5,0.867,0.585,119.76,29.75,86.32,1976.5,1109.8
6,169.0,53.11,15,12.37,1.213,7.82,11.31,4.47,18.0,13.09,0.687,-24.2,0.88,0.621,101.46,19.14,66.84,2115.7,1113.3
7,177.0,56.87,18,17.46,1.031,7.56,10.0,5.66,23.99,9.99,0.909,-14.0,0.908,0.641,137.05,11.84,56.18,2361.1,1154.3
8,326.0,82.08,34,19.42,1.751,8.98,12.81,4.0,28.71,16.13,0.827,-60.7,0.836,0.549,124.93,24.86,80.07,2779.9,1216.5
9,174.0,58.18,30,16.03,1.871,6.74,11.31,2.83,16.51,15.39,0.362,16.3,0.833,0.483,101.64,19.89,69.29,2106.7,1277.4
10,104.0,37.56,7,7.07,0.99,7.58,8.94,5.66,14.22,9.6,0.738,32.8,0.945,0.727,145.39,10.96,51.61,2802.4,1282.0
11,256.0,72.67,25,17.03,1.468,8.46,12.17,4.47,28.44,13.5,0.88,62.8,0.842,0.499,135.57,23.1,77.49,2470.7,1310.3
12,198.0,54.28,11,10.82,1.017,9.63,12.65,6.0,21.18,12.25,0.816,-31.7,0.947,0.66,145.99,13.05,58.01,2679.8,1327.9
13,310.0,81.36,31,22.8,1.359,9.13,12.0,4.0,31.7,13.92,0.898,-89.6,0.859,0.625,133.75,20.23,78.47,2622.1,1336.7
14,135.0,46.04,15,9.22,1.627,7.69,10.0,4.0,14.98,12.44,0.557,-47.2,0.925,0.643,135.59,22.47,74.82,2517.6,1394.6
15,207.0,58.77,20,8.6,2.325,8.64,12.81,2.83,17.67,15.68,0.46,-12.0,0.892,0.605,102.83,29.62,92.57,1830.1,1413.7
16,228.0,70.18,23,21.93,1.049,7.42,12.65,2.0,23.44,13.82,0.808,53.3,0.864,0.57,115.82,21.97,46.92,1669.1,1503.0
17,141.0,46.04,7,6.71,1.043,8.81,10.0,8.0,17.89,10.41,0.813,24.3,0.904,0.678,151.65,12.1,56.35,2264.8,1507.1
18,227.0,77.25,35,17.0,2.059,5.78,10.77,2.0,24.24,14.99,0.786,-32.6,0.723,0.411,99.43,12.62,57.16,1966.3,1578.8
19,201.0,64.53,20,19.42,1.03,7.28,10.0,4.0,25.39,11.21,0.897,1.6,0.845,0.67,117.79,18.14,72.0,2051.1,1637.7
20,317.0,85.64,39,24.7,1.579,7.13,12.17,2.83,33.58,13.82,0.911,-34.6,0.854,0.459,140.5,21.35,72.7,2539.4,1669.8
21,183.0,65.94,25,20.1,1.244,6.54,10.0,4.0,27.16,9.74,0.934,-15.9,0.855,0.563,142.61,15.9,59.47,2179.1,1683.7
22,386.0,100.33,45,32.76,1.374,8.27,12.81,2.83,37.57,15.63,0.909,-24.8,0.825,0.412,130.04,25.29,79.97,2863.2,1741.6
23,359.0,86.67,31,15.65,1.981,9.84,13.42,4.47,30.86,16.54,0.844,-86.7,0.835,0.59,128.77,26.05,84.85,2221.0,1782.9
24,122.0,45.46,19,8.54,2.224,6.38,10.0,2.83,13.88,12.62,0.417,-77.6,0.859,0.587,84.62,10.58,60.34,1730.4,1867.1
25,168.0,52.28,23,10.2,2.255,7.74,12.0,2.83,15.12,14.99,0.131,-61.0,0.866,0.618,106.04,22.0,78.64,1975.7,1885.5
26,191.0,59.11,26,14.56,1.786,7.5,10.77,4.0,19.31,14.27,0.674,21.9,0.864,0.597,104.06,16.26,62.21,1846.9,2001.6
27,141.0,49.11,13,13.42,0.969,6.81,10.0,2.83,18.61,10.84,0.813,53.9,0.87,0.553,122.12,15.01,61.4,1940.4,2020.8
28,237.0,71.25,30,12.17,2.466,8.16,12.81,4.0,20.97,16.06,0.643,-74.5,0.846,0.549,116.22,30.75,91.77,2320.4,2026.9
29,150.0,49.46,10,9.43,1.06,7.97,10.0,4.0,17.79,11.11,0.781,75.0,0.898,0.679,142.81,14.11,46.46,2017.7,2137.5
30,114.0,42.04,11,10.77,1.021,7.14,8.49,4.47,17.13,8.82,0.857,-66.5,0.934,0.594,149.93,11.69,52.13,2207.2,2137.6
31,194.0,67.11,21,20.1,1.045,6.34,10.2,2.83,28.55,9.73,0.94,-78.8,0.855,0.599,121.67,11.07,53.33,2763.1,2180.9
32,90.0,34.14,7,6.4,1.093,6.61,8.94,2.83,12.99,8.91,0.728,20.8,0.947,0.75,106.01,13.22,60.17,2523.2,2312.8
