date,count_raw,mean_raw,median_raw,std_raw,sem_raw,cv_raw,q25_raw,q75_raw,iqr_raw,min_raw,max_raw,range_raw,skewness_raw,kurtosis_raw,outliers_raw,count_filtered,mean_filtered,median_filtered,std_filtered,sem_filtered,cv_filtered,q25_filtered,q75_filtered,iqr_filtered,min_filtered,max_filtered,range_filtered,skewness_filtered,kurtosis_filtered,outliers_filtered
3.11,1938,7.994600212811308,3.3642719169528,10.274597330563287,0.23339305255074919,128.51921368248404,3.3642719169528,11.2101171824775,7.8458452655247,3.035815744794,116.9469339024894,113.9111181576954,5.736930101466803,44.87966510768825,57,160,7.944520019061903,4.902107338191,5.278684112373638,0.4173166210911226,66.4443427634153,3.3642719169528,12.6228944606674,9.2586225437146,3.0756708424764,23.26130234419318,20.18563150171678,0.7489781421496238,-0.6589290780283337,0
