date,sample_size,mean,std,sem,ci_lower,ci_upper,ci_width,relative_uncertainty
3.11,160,7.944520019061903,5.278684112373638,0.4173166210911226,7.212205149735743,8.798214941269928,1.5860097915341846,9.981784851248083
