date,n_raw,n_valid,n_posture,mean_raw,mean_valid,mean_posture,std_raw,std_valid,std_posture,cv_raw,cv_valid,cv_posture,range_raw,range_valid,range_posture
3.11,1938,227,160,7.994600212811308,9.183948002269464,7.944520019061903,10.274597330563314,5.53472442637931,5.2786841123736385,128.51921368248435,60.26519776692566,66.44434276341532,113.9111181576954,20.18563150171678,20.18563150171678
