date,image_name,total_components,components_kept,components_rejected,retention_rate_pct,area_min,area_median,area_max
18.10,larva_009,1,0,1,0.0,0,0.0,0
18.10,larva_010,1,0,1,0.0,0,0.0,0
18.10,larva_011,1,0,1,0.0,0,0.0,0
18.10,larva_001,19,1,18,5.3,80,80.0,80
18.10,larva_002,1,0,1,0.0,0,0.0,0
18.10,larva_003,1,0,1,0.0,0,0.0,0
18.10,larva_004,1,0,1,0.0,0,0.0,0
18.10,larva_005,1,0,1,0.0,0,0.0,0
18.10,larva_006,1,0,1,0.0,0,0.0,0
18.10,larva_001,1,0,1,0.0,0,0.0,0
19.10,larva_001,1,0,1,0.0,0,0.0,0
19.10,larva_002,2,0,2,0.0,0,0.0,0
