larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,3393.0,481.89,235,102.2,2.299,13.99,25.3,2.83,126.21,55.81,0.897,-83.1,0.636,0.403,7.77,10.71,5.37,2096.3,613.0
2,171.0,48.63,6,5.83,1.029,9.51,12.65,8.0,17.09,13.28,0.629,-16.7,0.945,0.718,133.04,22.11,78.85,2254.6,897.1
3,89.0,41.8,14,13.6,1.029,5.23,7.21,4.0,18.92,6.16,0.946,-74.5,0.908,0.586,129.73,21.18,77.35,2121.6,946.6
4,579.0,105.64,25,22.63,1.105,14.06,20.0,6.0,35.47,22.67,0.769,52.2,0.868,0.603,110.17,22.33,63.26,2570.3,963.5
5,497.0,105.84,41,36.24,1.131,10.53,14.14,4.0,43.9,15.46,0.936,77.5,0.828,0.551,136.62,20.9,73.81,2394.8,957.4
6,96.0,50.28,15,14.87,1.009,4.48,6.32,2.0,22.05,7.2,0.945,-41.2,0.733,0.353,143.3,25.63,76.26,2337.6,970.9
7,399.0,95.84,35,34.23,1.022,9.32,12.65,4.0,40.17,13.43,0.942,-7.5,0.853,0.623,85.6,9.63,59.03,1562.2,985.9
8,367.0,82.67,30,15.52,1.932,10.62,14.56,4.0,26.97,19.47,0.692,-65.7,0.864,0.614,112.25,27.76,91.5,2018.9,980.6
9,309.0,74.77,22,17.03,1.292,10.09,12.65,6.0,27.04,16.51,0.792,70.3,0.875,0.594,126.48,26.97,92.03,2355.0,1017.4
10,266.0,77.94,25,26.0,0.962,8.39,10.2,4.0,33.9,10.63,0.95,70.9,0.855,0.554,115.13,7.16,53.08,1863.2,1090.8
11,93.0,39.46,14,0,1.0,4.87,8.0,2.0,14.18,9.88,0.717,-73.2,0.861,0.604,81.26,7.12,46.74,1640.9,1090.4
12,329.0,90.08,34,29.55,1.151,6.57,11.66,2.0,37.84,12.5,0.944,63.6,0.868,0.448,138.71,16.65,63.61,2510.1,1101.7
13,1219.0,247.97,128,66.6,1.922,9.04,16.49,2.0,84.16,33.37,0.918,-57.3,0.557,0.346,118.69,16.92,60.49,2121.9,1127.5
14,330.0,84.28,26,25.71,1.011,9.3,11.66,6.0,36.01,13.17,0.931,-82.8,0.855,0.647,128.29,14.8,66.79,2690.9,1117.4
