larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,21218.0,2072.54,1279,844.14,1.515,15.25,25.61,2.0,967.46,137.96,0.99,67.1,0.238,0.072,3.35,12.79,1.14,1788.9,1541.5
2,284.0,72.28,30,9.85,3.046,8.86,14.0,2.83,23.96,16.21,0.736,-41.3,0.843,0.617,116.45,22.45,82.6,1226.4,1795.4
3,150.0,56.04,17,15.3,1.111,6.76,10.0,4.0,22.81,9.41,0.911,-87.9,0.843,0.62,126.44,6.99,56.52,1064.4,1842.9
4,375.0,102.33,52,18.97,2.741,6.95,14.0,2.0,38.21,16.13,0.906,74.4,0.718,0.461,122.51,20.66,73.16,1228.7,2036.4
5,142.0,43.21,5,4.12,1.213,10.25,11.31,8.94,15.12,12.07,0.602,2.1,0.959,0.789,139.8,11.04,61.86,1405.8,2153.3
6,128.0,43.21,11,11.4,0.965,7.4,10.0,2.83,16.92,9.8,0.815,57.4,0.928,0.656,142.69,15.42,66.31,1856.0,2211.0
7,226.0,58.87,12,11.7,1.025,10.2,13.42,7.21,22.61,13.35,0.807,-68.8,0.942,0.717,138.22,14.98,67.84,710.7,2217.9
8,377.0,89.25,34,27.86,1.221,9.3,14.0,4.0,34.96,15.13,0.901,-26.6,0.84,0.519,126.14,17.55,74.11,2028.4,2257.9
9,181.0,51.94,12,13.04,0.92,9.24,11.31,6.32,20.95,11.29,0.842,46.9,0.948,0.592,135.09,10.67,63.93,1907.6,2357.9
10,542.0,134.37,56,32.56,1.72,8.52,15.23,2.83,40.13,24.33,0.795,46.4,0.661,0.396,131.83,21.23,70.31,1667.3,2380.1
11,597.0,135.88,58,41.04,1.413,9.33,15.23,4.0,44.92,21.17,0.882,-49.5,0.751,0.461,128.69,20.76,57.15,742.3,2381.6
12,470.0,101.05,38,29.61,1.283,10.64,15.62,4.0,37.32,18.95,0.861,-27.3,0.836,0.47,120.16,21.59,76.34,1798.6,2468.2
13,229.0,68.77,22,6.08,3.617,8.24,10.2,4.0,26.54,12.18,0.889,-74.7,0.858,0.654,126.43,13.0,64.7,1202.8,2465.3
14,92.0,36.87,7,7.21,0.971,6.4,8.94,2.0,12.2,10.03,0.569,-54.4,0.902,0.59,113.28,25.57,85.34,1700.2,2562.1
15,244.0,62.18,26,8.6,3.022,8.02,14.0,2.0,19.76,16.33,0.563,-27.0,0.917,0.652,121.49,24.68,75.66,1185.9,2682.3
16,144.0,54.97,21,20.02,1.049,6.07,8.0,2.83,25.25,7.38,0.956,89.9,0.96,0.823,146.21,11.5,61.58,752.0,2676.8
17,543.0,108.91,37,29.07,1.273,11.79,16.97,5.66,42.49,18.34,0.902,82.2,0.825,0.59,117.44,21.64,69.61,916.1,2729.2
18,301.0,80.77,27,26.4,1.023,8.93,11.66,4.47,32.48,12.85,0.918,19.1,0.843,0.59,126.81,19.8,82.33,1362.7,2805.6
19,168.0,55.46,16,15.03,1.064,8.01,10.0,6.0,23.47,9.52,0.914,-87.9,0.918,0.73,143.12,7.98,55.51,986.8,2818.5
20,2565.0,344.07,329,48.76,6.747,8.04,20.0,2.0,84.73,52.05,0.789,-43.9,0.775,0.495,13.3,5.39,9.39,2036.0,3007.7
