larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,182.0,54.28,14,13.6,1.029,9.09,10.2,6.32,21.61,11.06,0.859,-15.5,0.929,0.636,78.59,14.09,60.41,2162.1,628.5
2,131.0,100.61,46,13.45,3.419,2.62,4.47,2.0,23.98,13.06,0.839,77.1,0.585,0.364,15.41,2.16,7.76,2034.9,656.9
3,142.0,45.8,12,10.77,1.114,8.08,10.77,2.83,15.99,11.75,0.678,73.9,0.916,0.683,116.84,13.64,61.82,2505.9,941.8
4,108.0,42.28,12,12.81,0.937,6.51,8.0,4.47,18.56,7.5,0.915,36.4,0.947,0.554,157.27,8.97,55.73,2103.7,1014.4
5,95.0,36.38,9,8.94,1.006,6.85,8.49,5.66,15.54,7.88,0.862,68.0,0.969,0.704,148.75,6.6,52.75,2327.0,1074.3
6,94.0,41.11,10,8.94,1.118,5.44,8.0,2.83,13.55,9.27,0.729,-47.8,0.887,0.556,132.53,11.12,57.68,2510.4,1134.6
7,121.0,38.63,3,2.83,1.061,10.52,11.31,8.94,13.24,11.69,0.469,-22.1,0.96,0.72,150.07,15.38,60.88,1973.7,1220.6
8,181.0,53.46,15,9.85,1.523,8.74,10.77,6.0,18.69,13.56,0.688,-48.8,0.883,0.628,136.43,18.1,70.61,1975.2,1459.4
9,420.0,95.84,40,30.41,1.315,9.65,14.56,4.0,34.17,17.38,0.861,-14.8,0.842,0.53,116.06,26.01,79.82,3143.7,1475.9
10,401.0,94.67,29,28.0,1.036,9.57,16.0,2.83,36.33,16.21,0.895,4.3,0.864,0.542,127.32,23.17,80.26,3095.7,1478.9
11,223.0,56.04,11,9.22,1.193,11.17,13.42,8.0,20.39,14.27,0.714,36.1,0.953,0.734,124.07,22.54,75.58,2339.8,1505.4
12,145.0,52.63,15,12.65,1.186,5.29,10.0,2.0,20.93,9.7,0.886,-16.5,0.879,0.659,145.97,10.44,52.03,1932.4,1564.9
13,101.0,35.56,6,5.0,1.2,7.92,10.0,6.32,13.92,9.28,0.745,-2.5,0.971,0.802,137.18,12.45,61.39,1929.3,1605.6
14,96.0,40.04,10,9.49,1.054,5.72,7.21,4.0,16.84,7.75,0.888,66.7,0.897,0.545,118.21,18.41,73.8,2408.6,1679.6
15,274.0,67.11,18,18.38,0.979,10.04,14.14,4.0,23.39,15.56,0.747,15.4,0.907,0.714,99.92,21.49,76.24,3254.3,1692.8
16,163.0,47.46,9,8.54,1.053,8.97,11.66,4.47,16.81,12.63,0.66,-65.2,0.942,0.685,118.24,21.82,75.23,2137.1,1723.9
17,311.0,75.6,25,16.12,1.55,10.0,14.0,5.66,25.37,17.69,0.717,20.8,0.871,0.622,118.02,22.94,79.73,2786.0,1762.7
18,128.0,45.21,11,10.44,1.054,7.11,8.0,6.0,18.83,9.04,0.877,-14.3,0.908,0.646,132.75,7.83,53.25,2546.0,1818.2
19,213.0,62.53,15,14.87,1.009,8.57,12.0,6.0,24.84,12.12,0.873,-70.6,0.91,0.645,123.27,14.73,61.73,2739.9,2003.2
20,236.0,64.53,27,13.15,2.053,8.51,14.0,2.83,20.72,16.04,0.633,-73.7,0.887,0.565,107.28,25.16,85.73,2164.3,2016.8
21,315.0,79.6,24,22.8,1.052,9.45,12.65,5.66,30.47,15.22,0.866,1.0,0.791,0.592,112.83,23.15,77.32,2084.6,2088.7
22,146.0,45.8,10,9.49,1.054,8.0,10.0,6.0,18.3,10.51,0.819,74.3,0.973,0.737,134.38,11.56,56.62,2814.8,2085.2
23,148.0,50.63,13,12.37,1.051,7.07,8.0,6.0,21.65,9.33,0.902,-75.8,0.908,0.641,133.91,9.01,57.91,2386.7,2122.7
24,369.0,82.43,25,28.02,0.892,10.54,15.62,2.83,29.02,16.89,0.813,32.6,0.898,0.651,111.94,25.95,68.36,2376.9,2243.3
