larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,109.0,44.63,13,12.04,1.08,5.89,8.0,2.83,17.84,8.96,0.865,-46.1,0.852,0.519,129.61,25.88,71.68,2036.6,760.0
2,4107.0,739.23,458,229.84,1.993,8.62,23.41,2.0,265.6,40.46,0.988,-15.9,0.428,0.182,150.83,10.07,20.08,1638.2,1219.1
3,87.0,34.38,6,5.39,1.114,5.88,8.94,4.0,13.58,8.42,0.784,-15.4,0.956,0.69,105.4,16.6,65.56,1791.9,1216.6
4,110.0,47.7,13,12.17,1.069,5.48,8.25,4.0,16.22,10.29,0.773,12.6,0.821,0.509,132.69,30.02,79.98,2532.8,1222.0
5,80.0,33.56,6,5.83,1.029,6.66,8.0,4.0,11.65,9.36,0.596,-47.4,0.92,0.661,143.28,20.29,70.29,2480.8,1223.9
6,190.0,69.36,21,24.41,0.86,6.15,10.0,2.83,28.69,10.13,0.936,55.5,0.782,0.417,139.87,28.08,69.99,1685.9,1241.0
7,3527.0,548.28,342,45.89,7.452,9.92,24.0,2.0,119.57,50.42,0.907,47.3,0.737,0.461,3.8,2.93,4.43,3327.7,1315.5
8,7646.0,488.36,442,0,1.0,19.17,37.74,2.0,169.12,71.11,0.907,36.1,0.793,0.471,6.9,3.53,6.47,3187.1,1352.0
9,96.0,39.21,10,9.06,1.104,5.97,8.0,4.0,14.63,9.3,0.772,-84.1,0.865,0.623,138.1,28.9,73.16,1632.4,1349.6
10,133.0,48.04,13,12.17,1.069,6.8,10.0,4.47,18.24,10.61,0.813,16.1,0.893,0.583,139.0,22.41,72.8,2489.1,1529.4
11,82.0,35.21,7,5.0,1.4,5.47,8.0,4.0,10.78,10.16,0.333,-57.2,0.932,0.678,133.3,25.12,78.52,2398.0,1567.9
12,97.0,39.21,11,10.05,1.095,5.42,8.49,2.83,13.68,10.48,0.643,-86.0,0.882,0.577,137.53,23.9,74.57,2696.2,1639.4
13,3856.0,318.96,478,0,1.0,7.65,24.08,2.0,107.57,54.45,0.862,-1.3,0.819,0.714,5.22,2.01,5.72,3192.5,1707.5
14,117.0,41.8,5,4.0,1.25,8.8,10.0,8.0,14.07,11.08,0.616,86.0,0.9,0.696,126.17,23.37,82.43,2198.4,1716.9
15,81.0,37.21,14,7.81,1.793,5.36,7.21,2.83,14.08,8.49,0.798,-64.3,0.89,0.526,99.15,9.55,56.85,1707.0,1878.8
16,127.0,44.63,13,2.0,6.5,6.76,10.0,2.83,15.96,10.94,0.728,-86.1,0.92,0.623,141.67,25.37,79.23,2809.4,1903.1
17,94.0,38.38,9,7.07,1.273,6.22,10.0,2.0,12.56,10.25,0.578,-27.9,0.862,0.657,113.47,31.46,89.48,2070.6,1990.4
18,117.0,46.04,14,13.15,1.064,5.93,8.0,2.83,18.81,9.07,0.876,6.7,0.907,0.616,134.56,26.59,79.26,2268.7,2043.9
19,94.0,44.63,12,10.2,1.177,5.36,7.21,4.0,15.54,9.59,0.787,24.2,0.79,0.49,108.86,19.91,77.81,2697.2,2051.8
