larva_id,area,perimeter,body_length,euclidean_length,curvature_ratio,mean_width,max_width,min_width,major_axis,minor_axis,eccentricity,orientation_deg,solidity,extent,mean_intensity,std_intensity,mean_blackhat,centroid_x,centroid_y
1,246.0,66.18,22,14.42,1.525,8.61,12.0,2.83,22.63,15.3,0.737,53.8,0.845,0.559,100.55,14.8,65.43,2684.0,744.9
2,507.0,114.08,48,42.76,1.123,9.44,14.0,2.0,45.18,15.85,0.936,3.3,0.83,0.551,122.62,28.25,89.53,2122.6,838.8
3,267.0,76.43,27,27.59,0.979,8.08,10.77,2.83,32.4,11.63,0.933,-35.3,0.845,0.445,135.39,19.34,78.44,2260.7,838.4
4,142.0,92.81,36,31.14,1.156,3.43,5.66,2.0,36.38,8.19,0.974,-43.2,0.587,0.21,128.28,3.08,10.89,1867.6,902.6
5,389.0,88.81,38,14.04,2.707,10.68,17.2,4.0,26.76,21.06,0.617,60.0,0.849,0.519,107.89,33.2,93.08,1926.5,903.0
6,6490.0,415.55,545,0,1.0,12.73,26.0,2.0,137.35,73.4,0.845,-37.6,0.813,0.542,15.87,9.64,7.99,2928.7,969.3
7,408.0,91.7,30,30.08,0.997,10.83,13.42,5.66,38.09,14.88,0.921,-74.4,0.868,0.6,128.66,23.74,84.82,2314.1,936.9
8,218.0,57.7,14,9.49,1.476,10.21,14.0,5.66,17.66,16.5,0.356,-58.6,0.924,0.712,110.49,26.93,88.97,2128.2,969.7
9,293.0,79.11,25,24.74,1.011,9.21,10.77,6.0,35.53,11.14,0.95,-10.5,0.913,0.616,131.81,13.24,62.65,1976.2,989.1
10,487.0,124.23,45,37.54,1.199,8.51,14.14,2.83,48.09,18.53,0.923,24.6,0.658,0.387,139.14,17.02,47.97,2448.6,994.1
11,1264.0,199.24,87,64.5,1.349,13.77,22.8,2.83,73.82,25.36,0.939,11.2,0.784,0.504,136.08,22.83,51.92,2393.0,1034.7
12,94.0,43.8,17,16.76,1.014,4.96,7.21,2.83,19.69,6.21,0.949,72.5,0.913,0.588,115.51,28.53,82.14,2194.4,1032.2
13,879.0,155.92,60,55.8,1.075,12.32,19.7,4.0,57.77,21.9,0.925,26.6,0.799,0.44,130.25,24.05,67.41,2765.0,1068.6
14,476.0,98.18,37,33.06,1.119,8.88,16.0,2.0,40.92,15.78,0.923,-83.1,0.91,0.661,90.05,16.6,53.46,1508.1,1097.0
15,201.0,59.7,26,17.03,1.527,6.3,10.77,2.0,23.22,11.93,0.858,-27.2,0.874,0.563,75.79,7.72,54.61,1660.9,1105.8
16,172.0,57.6,17,16.97,1.002,7.36,10.0,4.0,24.36,10.0,0.912,-44.6,0.882,0.455,99.44,10.62,51.61,1842.8,1106.9
17,467.0,108.57,42,38.63,1.087,9.48,13.42,4.0,41.04,15.8,0.923,-17.6,0.809,0.486,87.87,14.61,54.45,1506.8,1139.2
18,275.0,77.01,22,21.59,1.019,8.83,11.66,5.66,31.24,12.32,0.919,-83.2,0.831,0.611,140.09,18.82,75.09,2364.0,1133.2
19,466.0,100.23,30,31.02,0.967,11.16,14.42,6.32,41.68,16.09,0.922,-62.5,0.869,0.478,120.06,15.67,64.59,2017.8,1145.7
20,252.0,72.18,24,23.09,1.04,8.29,10.0,4.0,30.77,11.66,0.925,-73.8,0.834,0.543,138.75,18.7,69.37,2806.6,1161.3
21,332.0,82.91,24,24.21,0.991,9.53,14.14,4.0,30.71,15.18,0.869,40.5,0.849,0.492,135.04,19.52,74.15,2566.0,1183.3
22,450.0,84.67,24,7.07,3.394,13.99,19.7,5.66,26.48,23.12,0.487,89.2,0.918,0.643,131.64,23.8,60.35,2265.4,1259.2
23,7071.0,1390.46,955,479.03,1.994,8.11,23.41,2.0,501.8,42.6,0.996,-3.3,0.368,0.24,141.17,10.44,18.34,1512.0,1444.3
24,314.0,82.67,29,26.17,1.108,8.7,11.66,2.83,34.08,13.09,0.923,-29.3,0.818,0.467,116.45,13.75,62.02,1968.7,1313.6
25,294.0,76.08,22,23.6,0.932,9.41,12.81,6.0,32.43,12.83,0.918,45.6,0.862,0.471,139.38,16.6,66.17,2803.5,1364.2
26,444.0,102.08,48,13.93,3.446,9.42,14.56,2.83,38.3,16.05,0.908,83.1,0.799,0.555,108.61,18.87,72.56,1763.5,1366.3
27,427.0,94.67,33,29.07,1.135,10.26,14.56,2.83,38.21,15.72,0.911,10.5,0.884,0.577,130.41,21.64,76.92,2630.9,1452.3
28,122.0,62.53,24,11.4,2.105,4.52,7.21,2.0,18.29,11.43,0.781,-26.6,0.726,0.508,130.04,28.45,78.71,2876.0,1446.8
29,226.0,60.77,14,9.85,1.421,10.26,12.81,8.0,21.9,14.06,0.767,-29.5,0.911,0.604,112.41,17.89,77.14,1849.8,1460.8
30,365.0,86.43,30,15.65,1.917,10.15,14.14,4.0,32.54,16.09,0.869,87.8,0.841,0.62,131.33,22.98,79.65,2373.4,1521.7
31,312.0,72.18,21,18.25,1.151,10.1,15.23,2.83,24.92,17.38,0.717,-55.9,0.886,0.617,130.73,30.05,89.55,2945.9,1529.8
32,607.0,132.95,57,42.43,1.344,10.18,16.12,2.0,49.71,18.0,0.932,58.6,0.825,0.383,122.99,26.08,89.04,1684.8,1564.6
33,723.0,144.12,51,51.11,0.998,11.0,16.49,2.83,53.73,20.87,0.921,15.8,0.733,0.452,129.7,32.7,77.66,2975.8,1581.0
34,309.0,82.43,29,28.0,1.036,8.26,12.0,2.83,34.45,12.84,0.928,-83.0,0.803,0.568,149.61,22.1,70.24,1582.1,1581.7
35,562.0,123.88,44,38.47,1.144,8.95,14.14,2.0,51.88,16.67,0.947,-48.7,0.758,0.384,115.3,11.84,54.02,2045.8,1595.3
36,257.0,69.6,21,12.37,1.698,9.09,14.0,4.0,20.91,17.51,0.547,61.3,0.871,0.584,126.38,23.5,85.53,2437.2,1632.4
37,361.0,81.7,26,25.32,1.027,10.41,14.14,2.83,32.71,14.72,0.893,-83.2,0.909,0.729,122.81,29.38,89.68,2776.7,1627.7
38,603.0,117.4,42,33.62,1.249,11.51,18.97,2.83,35.04,25.04,0.699,-1.6,0.802,0.633,123.82,30.11,76.3,1716.2,1641.0
39,607.0,125.5,68,18.03,3.772,9.16,16.0,2.83,48.8,18.58,0.925,89.9,0.818,0.55,131.19,24.23,79.71,2555.9,1639.2
40,400.0,90.08,31,20.81,1.49,10.74,16.12,5.66,28.37,20.53,0.69,-68.8,0.849,0.571,119.78,29.55,92.43,2404.6,1660.1
41,260.0,71.36,21,22.67,0.926,8.92,11.66,4.0,28.1,12.57,0.894,54.3,0.872,0.538,115.81,19.72,77.43,1814.1,1681.2
42,467.0,94.91,30,26.17,1.146,12.24,16.0,6.32,36.37,18.18,0.866,-27.2,0.891,0.566,115.97,32.41,107.1,1584.3,1709.7
43,419.0,98.81,42,25.08,1.675,9.59,16.12,2.0,30.28,19.66,0.761,-43.5,0.828,0.499,126.04,30.23,81.94,2254.8,1705.6
44,312.0,79.84,24,24.7,0.972,9.84,12.65,6.0,33.54,12.64,0.926,-22.8,0.879,0.503,131.74,18.18,75.71,2333.3,1707.7
45,602.0,115.84,42,34.48,1.218,11.61,16.49,4.0,44.75,19.41,0.901,13.2,0.831,0.587,126.0,28.75,85.04,2526.0,1776.6
46,471.0,113.64,43,35.47,1.212,9.62,14.56,4.0,42.16,16.95,0.916,30.7,0.804,0.38,123.01,23.42,85.31,2283.8,1790.0
47,173.0,83.5,37,16.4,2.256,4.77,8.25,2.0,19.41,15.18,0.623,87.9,0.703,0.485,104.03,10.93,57.97,1911.6,1828.2
48,373.0,93.15,28,29.97,0.934,9.46,12.65,4.0,39.4,13.44,0.94,55.9,0.82,0.444,133.9,19.19,77.44,2493.5,1884.2
49,157.0,48.53,10,9.22,1.085,8.29,11.66,4.0,15.0,13.96,0.366,73.0,0.908,0.613,108.66,21.12,72.69,2032.1,1892.0
50,835.0,141.3,55,47.93,1.148,13.5,19.7,4.0,58.62,19.21,0.945,-71.7,0.92,0.523,135.69,17.56,65.11,2563.4,1902.4
51,381.0,90.23,27,25.71,1.05,9.71,13.42,2.83,37.38,14.19,0.925,30.3,0.862,0.462,147.65,22.59,72.29,2848.9,1910.4
52,616.0,114.23,43,17.2,2.499,12.64,18.0,6.0,41.78,21.47,0.858,-78.4,0.824,0.607,116.74,23.13,78.9,2186.9,1907.4
53,297.0,78.77,23,22.83,1.008,9.33,12.17,4.0,31.24,13.23,0.906,-19.6,0.866,0.579,134.7,15.42,69.3,2340.3,1913.0
54,318.0,86.91,25,26.42,0.946,8.51,12.65,4.0,34.76,13.52,0.921,-41.8,0.805,0.424,114.55,16.37,64.23,2010.3,1956.6
55,513.0,117.05,49,40.22,1.218,9.77,14.0,2.83,46.75,15.77,0.941,63.6,0.848,0.402,136.85,22.15,75.12,2837.5,1957.0
56,320.0,77.36,23,23.71,0.97,10.03,14.0,5.66,30.08,14.21,0.881,64.0,0.874,0.593,122.6,18.91,75.38,2201.3,1959.6
