source,A,k,t0,R2,RMSE
automated,8.666950095789296,0.17132856229894736,1.3120932868904969,0.953844305850294,0.3556494479026927
manual,18.772779633668716,0.06357895920851654,15.556727288514331,0.9905404480809057,0.1858535606728082
