date,mean_mm,std_mm,n
19.10,3.348354651833333,1.0897237633556967,96
20.10,3.2242571825882353,0.7181737850273783,34
21.10,3.4506578080000003,0.6715906699088064,35
24.10,6.178881089433962,1.897898713549662,106
25.10,6.500066047813333,1.538950670032114,75
26.10,6.8621035954545455,2.010881011024515,77
27.10,7.976931502654546,2.3533435063567993,110
29.10,7.8091809924637685,2.1748099348386694,138
31.10,8.172397023553957,2.387971313310191,278
3.11,8.228665410146597,2.6497740327147294,191
